Chronic_ID,Chronic_Condition,Risk_Modifier_Score,High_Risk_With_Symptoms,Associated_Department,Complication_Risk_Level
CHRON07238,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07239,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON07240,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07241,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON07242,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Cardiology,Moderate
CHRON07243,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Low
CHRON07244,Age 60-70,3,"Symptom_0, Symptom_1",General Medicine,High
CHRON07245,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON07246,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON07247,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON07248,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07249,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON07250,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON07251,Smoking,1,"Symptom_0, Symptom_1",Nephrology,High
CHRON07252,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Low
CHRON07253,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON07254,Age 40-50,3,"Symptom_0, Symptom_1",Nephrology,Low
CHRON07255,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07256,Sedentary Lifestyle,1,"Symptom_0, Symptom_1",Rheumatology,High
CHRON07257,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07258,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON07259,Alcohol Use,1,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON07260,Smoking,1,"Symptom_0, Symptom_1",General Medicine,High
CHRON07261,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON07262,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07263,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Moderate
CHRON07264,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07265,Alcohol Use,1,"Symptom_0, Symptom_1",Rheumatology,Moderate
CHRON07266,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07267,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07268,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON07269,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON07270,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON07271,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Psychiatry,Low
CHRON07272,Age 70-80,2,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON07273,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON07274,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON07275,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07276,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07277,Stress,1,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON07278,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON07279,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Endocrinology,High
CHRON07280,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Very High
CHRON07281,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Very High
CHRON07282,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Oncology,High
CHRON07283,Alcohol Use,2,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON07284,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON07285,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07286,Poor Diet,1,"Symptom_0, Symptom_1",Rheumatology,High
CHRON07287,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07288,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07289,Age 40-50,1,"Symptom_0, Symptom_1",Oncology,Low
CHRON07290,Age 40-50,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON07291,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07292,Age 60-70,3,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON07293,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON07294,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON07295,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON07296,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON07297,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON07298,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON07299,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Low
CHRON07300,Alcohol Use,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07301,Age 80+,1,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON07302,Age 40-50,3,"Symptom_0, Symptom_1",Psychiatry,High
CHRON07303,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON07304,Smoking,1,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07305,Age 50-60,3,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON07306,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07307,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON07308,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON07309,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON07310,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Moderate
CHRON07311,Stress,1,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON07312,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Very High
CHRON07313,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Very High
CHRON07314,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,High
CHRON07315,Age 60-70,1,"Symptom_0, Symptom_1",Endocrinology,High
CHRON07316,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Moderate
CHRON07317,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON07318,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON07319,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Moderate
CHRON07320,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON07321,Age 50-60,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON07322,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Very High
CHRON07323,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Low
CHRON07324,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON07325,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON07326,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07327,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON07328,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON07329,Age 70-80,1,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON07330,Poor Diet,2,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON07331,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07332,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Pulmonology,Very High
CHRON07333,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07334,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,High
CHRON07335,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,High
CHRON07336,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON07337,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON07338,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON07339,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Moderate
CHRON07340,COPD + Heart Disease,3,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON07341,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Low
CHRON07342,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Very High
CHRON07343,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Oncology,Low
CHRON07344,Stress,1,"Symptom_0, Symptom_1",Psychiatry,High
CHRON07345,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Very High
CHRON07346,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",General Medicine,High
CHRON07347,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON07348,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07349,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07350,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07351,Age 50-60,3,"Symptom_0, Symptom_1",Cardiology,Low
CHRON07352,Age 70-80,1,"Symptom_0, Symptom_1",Oncology,High
CHRON07353,Poor Diet,2,"Symptom_0, Symptom_1",Oncology,Very High
CHRON07354,Age 80+,3,"Symptom_0, Symptom_1",Oncology,High
CHRON07355,Age 80+,1,"Symptom_0, Symptom_1",Nephrology,Very High
CHRON07356,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON07357,Age 70-80,2,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07358,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Moderate
CHRON07359,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON07360,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",General Medicine,Low
CHRON07361,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07362,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,High
CHRON07363,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON07364,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07365,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Low
CHRON07366,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07367,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Moderate
CHRON07368,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07369,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON07370,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Very High
CHRON07371,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07372,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON07373,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON07374,Age 50-60,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON07375,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON07376,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Moderate
CHRON07377,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON07378,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07379,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07380,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON07381,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON07382,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07383,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON07384,Stress,2,"Symptom_0, Symptom_1",Oncology,Very High
CHRON07385,Stress,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07386,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Moderate
CHRON07387,Smoking,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07388,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Nephrology,High
CHRON07389,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON07390,Stress,2,"Symptom_0, Symptom_1",Nephrology,Moderate
CHRON07391,Smoking,1,"Symptom_0, Symptom_1, Symptom_2",Cardiology,Very High
CHRON07392,Smoking,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON07393,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON07394,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07395,Stress,2,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON07396,Age 50-60,3,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON07397,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON07398,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON07399,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON07400,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Very High
CHRON07401,Heart Disease + CKD,5,"Symptom_0, Symptom_1",General Medicine,Low
CHRON07402,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON07403,Diabetes + Hypertension,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON07404,Age 70-80,2,"Symptom_0, Symptom_1",Pulmonology,High
CHRON07405,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07406,Sedentary Lifestyle,2,"Symptom_0, Symptom_1",Nephrology,High
CHRON07407,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,Low
CHRON07408,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Cardiology,High
CHRON07409,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07410,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON07411,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Cardiology,Low
CHRON07412,Heart Disease + CKD,3,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON07413,Sedentary Lifestyle,2,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Very High
CHRON07414,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Moderate
CHRON07415,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON07416,Alcohol Use,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07417,Age 50-60,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON07418,Age 60-70,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON07419,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07420,COPD + Heart Disease,5,"Symptom_0, Symptom_1",Endocrinology,High
CHRON07421,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Low
CHRON07422,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Very High
CHRON07423,Heart Disease + CKD,5,"Symptom_0, Symptom_1",Pulmonology,Low
CHRON07424,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Low
CHRON07425,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,Moderate
CHRON07426,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Pulmonology,High
CHRON07427,Heart Disease + CKD,3,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Low
CHRON07428,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,Low
CHRON07429,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Low
CHRON07430,Age 80+,2,"Symptom_0, Symptom_1, Symptom_2",Oncology,Very High
CHRON07431,Sedentary Lifestyle,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07432,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,Moderate
CHRON07433,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON07434,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Rheumatology,Very High
CHRON07435,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,High
CHRON07436,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Moderate
CHRON07437,Age 50-60,2,"Symptom_0, Symptom_1",Endocrinology,Low
CHRON07438,Diabetes + Hypertension,5,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON07439,Age 60-70,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07440,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07441,Age 60-70,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,High
CHRON07442,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Moderate
CHRON07443,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Moderate
CHRON07444,Poor Diet,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,High
CHRON07445,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Endocrinology,High
CHRON07446,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Low
CHRON07447,Age 40-50,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Moderate
CHRON07448,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07449,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07450,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON07451,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,High
CHRON07452,Stress,2,"Symptom_0, Symptom_1",Nephrology,High
CHRON07453,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07454,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Very High
CHRON07455,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON07456,Heart Disease + CKD,4,"Symptom_0, Symptom_1",Psychiatry,Moderate
CHRON07457,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Low
CHRON07458,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Low
CHRON07459,Age 70-80,2,"Symptom_0, Symptom_1",Psychiatry,High
CHRON07460,Diabetes + Hypertension,3,"Symptom_0, Symptom_1",Rheumatology,High
CHRON07461,Poor Diet,2,"Symptom_0, Symptom_1, Symptom_2",Nephrology,Very High
CHRON07462,COPD + Heart Disease,4,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON07463,Diabetes + Hypertension,4,"Symptom_0, Symptom_1",General Medicine,Moderate
CHRON07464,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,Moderate
CHRON07465,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Cardiology,Low
CHRON07466,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Psychiatry,High
CHRON07467,Diabetes + Hypertension,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Moderate
CHRON07468,Alcohol Use,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,Moderate
CHRON07469,Age 70-80,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07470,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Endocrinology,Low
CHRON07471,Age 50-60,1,"Symptom_0, Symptom_1",Pulmonology,High
CHRON07472,Age 50-60,2,"Symptom_0, Symptom_1",Endocrinology,Moderate
CHRON07473,Smoking,1,"Symptom_0, Symptom_1",Nephrology,High
CHRON07474,COPD + Heart Disease,3,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Low
CHRON07475,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Pulmonology,Very High
CHRON07476,Poor Diet,1,"Symptom_0, Symptom_1",General Medicine,Low
CHRON07477,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Psychiatry,High
CHRON07478,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2",Psychiatry,Low
CHRON07479,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Nephrology,Very High
CHRON07480,Age 40-50,3,"Symptom_0, Symptom_1",Oncology,Moderate
CHRON07481,Age 50-60,1,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07482,Alcohol Use,1,"Symptom_0, Symptom_1",Pulmonology,Moderate
CHRON07483,Age 50-60,3,"Symptom_0, Symptom_1",Endocrinology,Very High
CHRON07484,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2",Endocrinology,Moderate
CHRON07485,COPD + Heart Disease,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON07486,Age 40-50,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Rheumatology,High
CHRON07487,Stress,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Rheumatology,Very High
CHRON07488,Age 70-80,2,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,Low
CHRON07489,Smoking,2,"Symptom_0, Symptom_1",Cardiology,Very High
CHRON07490,Heart Disease + CKD,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,Very High
CHRON07491,Age 70-80,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON07492,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Very High
CHRON07493,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Pulmonology,Very High
CHRON07494,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",General Medicine,High
CHRON07495,Smoking,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Oncology,Moderate
CHRON07496,Age 80+,3,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Low
CHRON07497,Heart Disease + CKD,5,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",General Medicine,High
CHRON07498,COPD + Heart Disease,4,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Oncology,Moderate
CHRON07499,Stress,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3",Nephrology,High
CHRON07500,Diabetes + Hypertension,5,"Symptom_0, Symptom_1, Symptom_2",Rheumatology,Moderate
CHRON07501,Age 80+,1,"Symptom_0, Symptom_1, Symptom_2, Symptom_3, Symptom_4",Cardiology,Moderate
