Symptom_ID,Symptom_Name,Base_Severity,Emergency_Trigger,Associated_Department,Possible_Linked_Conditions,Typical_Duration_Days
SYMP07041,mild weight loss,4,False,ICU,"Condition_0, Condition_1, Condition_2",44
SYMP07042,severe chills,1,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",57
SYMP07043,chronic weight loss,8,False,Pulmonology,"Condition_0, Condition_1",53
SYMP07044,mild irregular heartbeat,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2",47
SYMP07045,intermittent difficulty breathing,9,False,Pulmonology,"Condition_0, Condition_1",40
SYMP07046,sudden chills,8,False,Pulmonology,"Condition_0, Condition_1",28
SYMP07047,sudden ear,2,False,Pulmonology,"Condition_0, Condition_1",59
SYMP07048,severe chills,10,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP07049,moderate joint,4,False,General Medicine,Condition_0,10
SYMP07050,chronic irregular heartbeat,6,False,Cardiology,"Condition_0, Condition_1, Condition_2",19
SYMP07051,persistent vomiting,2,False,Neurology,"Condition_0, Condition_1, Condition_2",40
SYMP07052,severe hearing loss,4,True,Orthopedics,"Condition_0, Condition_1, Condition_2",7
SYMP07053,intermittent fatigue,3,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",48
SYMP07054,severe fever,8,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP07055,intermittent fever,10,True,Cardiology,"Condition_0, Condition_1, Condition_2",57
SYMP07056,chronic loss of smell,10,False,Orthopedics,"Condition_0, Condition_1",29
SYMP07057,sudden abdominal,5,False,Neurology,Condition_0,8
SYMP07058,persistent weakness,9,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP07059,chronic fever,7,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP07060,acute vomiting,8,False,General Medicine,Condition_0,1
SYMP07061,persistent hearing loss,1,False,Infectious Disease,Condition_0,40
SYMP07062,intermittent weight loss,1,False,Cardiology,Condition_0,18
SYMP07063,chronic bloating,7,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP07064,severe difficulty breathing,4,False,Infectious Disease,"Condition_0, Condition_1",40
SYMP07065,intermittent muscle,9,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP07066,persistent cough,10,False,Emergency,Condition_0,43
SYMP07067,acute numbness,5,True,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",11
SYMP07068,moderate chest,5,False,Cardiology,"Condition_0, Condition_1, Condition_2",2
SYMP07069,mild chest,5,False,Emergency,"Condition_0, Condition_1",21
SYMP07070,intermittent sweating,2,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",29
SYMP07071,moderate rapid heartbeat,10,False,ICU,Condition_0,38
SYMP07072,persistent difficulty breathing,1,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP07073,chronic sweating,4,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",5
SYMP07074,intermittent hearing loss,9,True,Emergency,"Condition_0, Condition_1",15
SYMP07075,severe palpitations,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP07076,mild numbness,9,False,ICU,"Condition_0, Condition_1",11
SYMP07077,acute muscle,6,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",29
SYMP07078,severe shortness of breath,5,False,Surgery,"Condition_0, Condition_1, Condition_2",56
SYMP07079,chronic chest tightness,3,False,Gastroenterology,Condition_0,42
SYMP07080,sudden chest tightness,10,False,General Medicine,Condition_0,30
SYMP07081,intermittent confusion,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP07082,intermittent fever,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP07083,chronic wheezing,8,False,General Medicine,Condition_0,40
SYMP07084,intermittent fever,8,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP07085,chronic fatigue,2,False,Emergency,Condition_0,46
SYMP07086,persistent constipation,6,False,ICU,"Condition_0, Condition_1",13
SYMP07087,intermittent vomiting,2,False,Infectious Disease,Condition_0,27
SYMP07088,chronic loss of smell,8,False,Pulmonology,"Condition_0, Condition_1",59
SYMP07089,persistent chest,5,True,Cardiology,Condition_0,46
SYMP07090,intermittent palpitations,8,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP07091,severe hearing loss,2,False,Neurology,Condition_0,11
SYMP07092,persistent fever,2,False,Cardiology,"Condition_0, Condition_1",22
SYMP07093,severe loss of taste,8,False,Gastroenterology,Condition_0,58
SYMP07094,mild palpitations,1,False,ICU,Condition_0,23
SYMP07095,intermittent chills,4,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",31
SYMP07096,moderate abdominal,6,False,Pulmonology,Condition_0,22
SYMP07097,moderate weight loss,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",5
SYMP07098,severe muscle,4,False,Orthopedics,Condition_0,53
SYMP07099,sudden palpitations,1,False,ICU,"Condition_0, Condition_1",1
SYMP07100,sudden ear,10,False,Orthopedics,Condition_0,52
SYMP07101,moderate sweating,7,False,Emergency,"Condition_0, Condition_1",4
SYMP07102,persistent wheezing,9,False,Pulmonology,"Condition_0, Condition_1",15
SYMP07103,sudden difficulty breathing,5,False,Cardiology,Condition_0,17
SYMP07104,acute cough,2,False,Gastroenterology,"Condition_0, Condition_1",5
SYMP07105,severe constipation,8,True,ICU,"Condition_0, Condition_1, Condition_2",25
SYMP07106,chronic confusion,4,True,Neurology,"Condition_0, Condition_1, Condition_2",41
SYMP07107,severe chills,7,False,ICU,"Condition_0, Condition_1, Condition_2",54
SYMP07108,chronic wheezing,2,False,Emergency,Condition_0,7
SYMP07109,severe throat,8,False,Gastroenterology,Condition_0,42
SYMP07110,mild eye,1,True,Emergency,"Condition_0, Condition_1",2
SYMP07111,acute chest tightness,4,False,Pulmonology,Condition_0,25
SYMP07112,moderate head,1,False,ICU,"Condition_0, Condition_1, Condition_2",29
SYMP07113,moderate difficulty breathing,1,False,Pulmonology,"Condition_0, Condition_1",49
SYMP07114,intermittent confusion,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",4
SYMP07115,persistent diarrhea,10,False,Orthopedics,"Condition_0, Condition_1, Condition_2",10
SYMP07116,acute fatigue,3,False,Emergency,"Condition_0, Condition_1",11
SYMP07117,moderate cough,9,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP07118,chronic difficulty breathing,5,False,Emergency,"Condition_0, Condition_1",7
SYMP07119,intermittent palpitations,5,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",43
SYMP07120,acute muscle,4,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",22
SYMP07121,chronic constipation,6,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",20
SYMP07122,chronic ear,5,False,Cardiology,"Condition_0, Condition_1",30
SYMP07123,intermittent vomiting,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP07124,chronic throat,7,False,Gastroenterology,Condition_0,5
SYMP07125,severe joint,4,False,Emergency,Condition_0,17
SYMP07126,chronic weight loss,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",47
SYMP07127,sudden bloating,9,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP07128,sudden weight loss,5,False,Cardiology,"Condition_0, Condition_1, Condition_2",2
SYMP07129,chronic loss of smell,3,True,Emergency,"Condition_0, Condition_1",12
SYMP07130,persistent nausea,7,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",46
SYMP07131,sudden confusion,10,False,Infectious Disease,Condition_0,8
SYMP07132,chronic palpitations,9,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",13
SYMP07133,mild throat,5,False,Surgery,"Condition_0, Condition_1",26
SYMP07134,severe nausea,2,True,ICU,"Condition_0, Condition_1",31
SYMP07135,intermittent fever,5,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",8
SYMP07136,sudden eye,10,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP07137,mild numbness,7,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",7
SYMP07138,sudden wheezing,8,False,Infectious Disease,"Condition_0, Condition_1",40
SYMP07139,moderate rapid heartbeat,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP07140,intermittent wheezing,8,False,Pulmonology,"Condition_0, Condition_1",45
SYMP07141,chronic nausea,4,True,General Medicine,"Condition_0, Condition_1, Condition_2",7
SYMP07142,sudden loss of smell,10,True,Gastroenterology,Condition_0,23
SYMP07143,acute chest,8,True,Emergency,Condition_0,48
SYMP07144,sudden fever,7,False,ICU,"Condition_0, Condition_1",22
SYMP07145,sudden eye,5,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP07146,intermittent bloating,10,False,Surgery,Condition_0,56
SYMP07147,acute shortness of breath,1,True,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",5
SYMP07148,intermittent vomiting,4,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP07149,acute blurred vision,3,True,Infectious Disease,"Condition_0, Condition_1, Condition_2",39
SYMP07150,intermittent chest,3,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",56
SYMP07151,persistent muscle,3,True,Neurology,"Condition_0, Condition_1, Condition_2",32
SYMP07152,mild hearing loss,2,True,Orthopedics,Condition_0,24
SYMP07153,severe bloating,9,False,Orthopedics,"Condition_0, Condition_1, Condition_2",9
SYMP07154,chronic sweating,2,False,Emergency,"Condition_0, Condition_1",55
SYMP07155,intermittent head,8,True,Neurology,Condition_0,43
SYMP07156,severe fatigue,3,True,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP07157,intermittent ear,8,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP07158,mild dizziness,6,False,Neurology,"Condition_0, Condition_1",28
SYMP07159,moderate diarrhea,1,True,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",6
SYMP07160,chronic seizure,5,False,General Medicine,Condition_0,13
SYMP07161,severe abdominal,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",12
SYMP07162,sudden muscle,1,False,Orthopedics,"Condition_0, Condition_1",44
SYMP07163,mild tingling,5,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",21
SYMP07164,chronic blurred vision,9,False,ICU,"Condition_0, Condition_1",11
SYMP07165,moderate weakness,5,False,General Medicine,Condition_0,20
SYMP07166,severe loss of smell,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",6
SYMP07167,acute hearing loss,7,False,Gastroenterology,Condition_0,38
SYMP07168,mild diarrhea,1,False,Pulmonology,"Condition_0, Condition_1",1
SYMP07169,acute eye,1,True,Gastroenterology,"Condition_0, Condition_1, Condition_2",30
SYMP07170,moderate joint,7,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",9
SYMP07171,persistent weakness,7,False,Neurology,Condition_0,48
SYMP07172,acute constipation,4,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP07173,sudden head,8,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",36
SYMP07174,persistent chest tightness,1,False,Emergency,"Condition_0, Condition_1",40
SYMP07175,mild sweating,5,False,General Medicine,Condition_0,41
SYMP07176,sudden irregular heartbeat,2,False,Cardiology,"Condition_0, Condition_1",42
SYMP07177,sudden chills,1,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",45
SYMP07178,moderate cough,3,False,Surgery,"Condition_0, Condition_1, Condition_2",43
SYMP07179,persistent difficulty breathing,7,True,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",33
SYMP07180,chronic head,3,True,Gastroenterology,"Condition_0, Condition_1",31
SYMP07181,acute diarrhea,7,False,Cardiology,"Condition_0, Condition_1",57
SYMP07182,intermittent chest tightness,8,False,Infectious Disease,"Condition_0, Condition_1",30
SYMP07183,moderate diarrhea,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP07184,sudden constipation,6,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",50
SYMP07185,intermittent blurred vision,9,True,Gastroenterology,Condition_0,53
SYMP07186,sudden tingling,7,False,Neurology,"Condition_0, Condition_1",39
SYMP07187,intermittent sweating,9,True,ICU,"Condition_0, Condition_1",45
SYMP07188,moderate weight loss,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2",28
SYMP07189,mild constipation,7,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",43
SYMP07190,sudden diarrhea,8,False,Cardiology,"Condition_0, Condition_1",47
SYMP07191,intermittent throat,10,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP07192,intermittent weakness,5,False,Neurology,Condition_0,40
SYMP07193,moderate wheezing,10,True,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",30
SYMP07194,sudden fever,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",39
SYMP07195,intermittent numbness,1,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",27
SYMP07196,intermittent sweating,1,False,Emergency,Condition_0,35
SYMP07197,mild diarrhea,10,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",44
SYMP07198,sudden tingling,5,True,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP07199,acute weight loss,1,False,General Medicine,Condition_0,8
SYMP07200,sudden hearing loss,7,False,Orthopedics,"Condition_0, Condition_1, Condition_2",21
SYMP07201,acute confusion,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP07202,sudden fatigue,10,False,General Medicine,"Condition_0, Condition_1",33
SYMP07203,moderate muscle,2,False,Gastroenterology,"Condition_0, Condition_1",14
SYMP07204,sudden bloating,4,False,Pulmonology,Condition_0,58
SYMP07205,intermittent sweating,2,False,Emergency,"Condition_0, Condition_1, Condition_2",12
SYMP07206,sudden muscle,9,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",4
SYMP07207,persistent difficulty breathing,10,False,Orthopedics,"Condition_0, Condition_1",47
SYMP07208,moderate loss of smell,1,False,ICU,Condition_0,1
SYMP07209,sudden back,10,False,Pulmonology,"Condition_0, Condition_1",57
SYMP07210,severe fever,3,False,Emergency,"Condition_0, Condition_1, Condition_2",17
SYMP07211,sudden head,6,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",43
SYMP07212,acute diarrhea,9,True,Cardiology,"Condition_0, Condition_1",32
SYMP07213,chronic bloating,9,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP07214,persistent head,2,False,Orthopedics,"Condition_0, Condition_1, Condition_2",18
SYMP07215,acute weakness,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2",46
SYMP07216,intermittent rapid heartbeat,6,False,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",42
SYMP07217,acute tingling,3,False,ICU,"Condition_0, Condition_1",52
SYMP07218,acute blurred vision,1,False,Neurology,"Condition_0, Condition_1",32
SYMP07219,moderate irregular heartbeat,2,True,General Medicine,"Condition_0, Condition_1, Condition_2",32
SYMP07220,severe rapid heartbeat,1,False,Gastroenterology,"Condition_0, Condition_1",9
SYMP07221,sudden confusion,2,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",45
SYMP07222,severe difficulty breathing,1,False,Emergency,Condition_0,24
SYMP07223,persistent diarrhea,5,False,Orthopedics,Condition_0,31
SYMP07224,acute numbness,2,False,General Medicine,"Condition_0, Condition_1, Condition_2",8
SYMP07225,intermittent chills,1,False,Cardiology,"Condition_0, Condition_1, Condition_2",56
SYMP07226,mild head,6,True,Emergency,"Condition_0, Condition_1, Condition_2",11
SYMP07227,moderate shortness of breath,1,False,Emergency,Condition_0,11
SYMP07228,mild head,8,False,Neurology,"Condition_0, Condition_1, Condition_2",21
SYMP07229,persistent difficulty breathing,1,False,Orthopedics,Condition_0,29
SYMP07230,moderate constipation,10,False,Surgery,"Condition_0, Condition_1, Condition_2",43
SYMP07231,mild loss of taste,3,False,ICU,"Condition_0, Condition_1",48
SYMP07232,persistent weight loss,10,False,General Medicine,Condition_0,24
SYMP07233,moderate weakness,5,True,Orthopedics,Condition_0,3
SYMP07234,intermittent shortness of breath,5,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",33
SYMP07235,sudden constipation,4,True,Emergency,Condition_0,32
SYMP07236,chronic shortness of breath,3,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP07237,mild seizure,9,False,Cardiology,Condition_0,29
SYMP07238,severe shortness of breath,6,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",35
SYMP07239,sudden ear,9,False,Neurology,Condition_0,36
SYMP07240,acute nausea,10,False,Surgery,Condition_0,21
SYMP07241,severe numbness,1,False,Surgery,"Condition_0, Condition_1, Condition_2",35
SYMP07242,intermittent joint,1,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",3
SYMP07243,moderate diarrhea,5,False,Orthopedics,Condition_0,59
SYMP07244,chronic difficulty breathing,1,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",23
SYMP07245,acute cough,9,True,ICU,Condition_0,52
SYMP07246,moderate abdominal,5,False,Emergency,Condition_0,34
SYMP07247,mild sweating,8,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",33
SYMP07248,intermittent fever,9,False,General Medicine,Condition_0,38
SYMP07249,persistent weakness,2,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP07250,acute hearing loss,8,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",2
SYMP07251,persistent loss of taste,2,True,General Medicine,"Condition_0, Condition_1",27
SYMP07252,moderate loss of smell,6,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",19
SYMP07253,mild numbness,7,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP07254,acute loss of taste,9,False,Cardiology,"Condition_0, Condition_1, Condition_2",3
SYMP07255,acute eye,8,False,Neurology,"Condition_0, Condition_1, Condition_2",43
SYMP07256,sudden ear,5,False,Neurology,"Condition_0, Condition_1, Condition_2",49
SYMP07257,intermittent dizziness,6,True,Orthopedics,"Condition_0, Condition_1, Condition_2",1
SYMP07258,moderate wheezing,4,False,Surgery,"Condition_0, Condition_1, Condition_2",39
SYMP07259,moderate confusion,5,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP07260,intermittent irregular heartbeat,10,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",9
SYMP07261,chronic throat,10,False,Cardiology,"Condition_0, Condition_1, Condition_2",34
SYMP07262,chronic vomiting,9,False,ICU,"Condition_0, Condition_1, Condition_2",47
SYMP07263,persistent constipation,6,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",56
SYMP07264,severe loss of smell,9,True,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",17
SYMP07265,acute fatigue,10,False,Pulmonology,Condition_0,40
SYMP07266,persistent fever,1,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP07267,chronic difficulty breathing,8,False,Infectious Disease,"Condition_0, Condition_1",24
SYMP07268,acute constipation,4,True,Gastroenterology,Condition_0,20
SYMP07269,sudden nausea,7,False,Emergency,"Condition_0, Condition_1, Condition_2",46
SYMP07270,severe joint,5,False,Cardiology,"Condition_0, Condition_1",39
SYMP07271,moderate loss of smell,10,False,General Medicine,"Condition_0, Condition_1",23
SYMP07272,severe seizure,1,False,Gastroenterology,"Condition_0, Condition_1",48
SYMP07273,sudden cough,1,False,Infectious Disease,"Condition_0, Condition_1",45
SYMP07274,acute nausea,8,False,Emergency,Condition_0,41
SYMP07275,persistent muscle,10,False,Gastroenterology,"Condition_0, Condition_1",55
SYMP07276,intermittent dizziness,9,False,Emergency,"Condition_0, Condition_1",44
SYMP07277,chronic tingling,1,True,General Medicine,Condition_0,18
SYMP07278,moderate nausea,3,True,General Medicine,Condition_0,37
SYMP07279,severe numbness,4,False,Cardiology,"Condition_0, Condition_1, Condition_2, Condition_3",51
SYMP07280,severe chest,1,False,Emergency,"Condition_0, Condition_1, Condition_2",26
SYMP07281,intermittent palpitations,2,False,Emergency,"Condition_0, Condition_1",33
SYMP07282,moderate fever,8,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",16
SYMP07283,mild bloating,4,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",14
SYMP07284,moderate eye,10,False,Pulmonology,"Condition_0, Condition_1",2
SYMP07285,mild throat,3,True,Emergency,"Condition_0, Condition_1",26
SYMP07286,persistent confusion,9,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",46
SYMP07287,intermittent chills,1,False,Gastroenterology,Condition_0,30
SYMP07288,moderate shortness of breath,9,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",28
SYMP07289,chronic back,1,False,ICU,"Condition_0, Condition_1",24
SYMP07290,sudden bloating,7,False,General Medicine,"Condition_0, Condition_1",58
SYMP07291,sudden wheezing,10,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",50
SYMP07292,persistent bloating,10,True,Pulmonology,"Condition_0, Condition_1, Condition_2",41
SYMP07293,severe wheezing,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",55
SYMP07294,sudden back,7,False,General Medicine,Condition_0,13
SYMP07295,moderate confusion,4,False,Surgery,"Condition_0, Condition_1, Condition_2",27
SYMP07296,mild muscle,9,False,Gastroenterology,"Condition_0, Condition_1",55
SYMP07297,intermittent vomiting,7,False,Neurology,Condition_0,30
SYMP07298,acute shortness of breath,10,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",3
SYMP07299,mild loss of smell,4,False,Surgery,Condition_0,39
SYMP07300,persistent chest,7,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP07301,intermittent blurred vision,1,False,Pulmonology,"Condition_0, Condition_1",26
SYMP07302,sudden rapid heartbeat,1,False,ICU,"Condition_0, Condition_1, Condition_2",48
SYMP07303,sudden cough,3,False,Cardiology,Condition_0,48
SYMP07304,sudden fatigue,5,False,Pulmonology,"Condition_0, Condition_1",52
SYMP07305,chronic back,6,True,Surgery,Condition_0,55
SYMP07306,mild sweating,3,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",37
SYMP07307,acute weakness,2,False,Emergency,"Condition_0, Condition_1",41
SYMP07308,persistent fever,9,False,Pulmonology,"Condition_0, Condition_1, Condition_2, Condition_3",18
SYMP07309,acute fatigue,8,False,Pulmonology,"Condition_0, Condition_1",54
SYMP07310,sudden nausea,5,False,Neurology,Condition_0,59
SYMP07311,severe hearing loss,1,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",41
SYMP07312,acute weakness,3,False,ICU,Condition_0,14
SYMP07313,severe irregular heartbeat,3,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",59
SYMP07314,severe difficulty breathing,1,False,Gastroenterology,"Condition_0, Condition_1",20
SYMP07315,persistent back,10,False,Neurology,"Condition_0, Condition_1, Condition_2",15
SYMP07316,acute weakness,10,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",52
SYMP07317,severe rapid heartbeat,7,False,Neurology,Condition_0,5
SYMP07318,moderate chest,6,False,General Medicine,Condition_0,53
SYMP07319,chronic constipation,5,False,Orthopedics,"Condition_0, Condition_1, Condition_2",10
SYMP07320,sudden sweating,8,False,Emergency,"Condition_0, Condition_1, Condition_2",16
SYMP07321,mild rapid heartbeat,8,True,Infectious Disease,Condition_0,1
SYMP07322,chronic numbness,4,False,Cardiology,"Condition_0, Condition_1, Condition_2",44
SYMP07323,sudden hearing loss,10,False,Pulmonology,"Condition_0, Condition_1, Condition_2",37
SYMP07324,acute back,3,False,Infectious Disease,"Condition_0, Condition_1, Condition_2",11
SYMP07325,moderate chills,10,True,Emergency,Condition_0,43
SYMP07326,mild ear,5,False,General Medicine,"Condition_0, Condition_1, Condition_2",32
SYMP07327,acute dizziness,8,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",53
SYMP07328,sudden head,1,False,Emergency,"Condition_0, Condition_1",18
SYMP07329,mild hearing loss,6,False,Infectious Disease,"Condition_0, Condition_1",11
SYMP07330,chronic rapid heartbeat,5,False,Emergency,"Condition_0, Condition_1, Condition_2",13
SYMP07331,mild constipation,9,False,Emergency,"Condition_0, Condition_1",4
SYMP07332,intermittent blurred vision,6,False,Orthopedics,Condition_0,31
SYMP07333,chronic weight loss,1,False,ICU,"Condition_0, Condition_1, Condition_2",14
SYMP07334,sudden diarrhea,3,True,Gastroenterology,"Condition_0, Condition_1, Condition_2, Condition_3",56
SYMP07335,chronic blurred vision,8,False,Pulmonology,"Condition_0, Condition_1",47
SYMP07336,sudden difficulty breathing,6,False,Pulmonology,Condition_0,22
SYMP07337,intermittent fatigue,10,False,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",14
SYMP07338,sudden blurred vision,6,False,Surgery,"Condition_0, Condition_1, Condition_2, Condition_3",12
SYMP07339,sudden tingling,8,False,Orthopedics,Condition_0,39
SYMP07340,chronic confusion,2,False,Pulmonology,"Condition_0, Condition_1, Condition_2",10
SYMP07341,intermittent wheezing,9,False,Surgery,"Condition_0, Condition_1",59
SYMP07342,mild tingling,7,True,Cardiology,"Condition_0, Condition_1",35
SYMP07343,severe palpitations,5,False,Gastroenterology,"Condition_0, Condition_1, Condition_2",30
SYMP07344,persistent eye,7,False,Surgery,"Condition_0, Condition_1",53
SYMP07345,chronic weakness,3,False,Pulmonology,"Condition_0, Condition_1",11
SYMP07346,severe wheezing,9,True,Cardiology,"Condition_0, Condition_1, Condition_2",45
SYMP07347,persistent bloating,3,False,Emergency,Condition_0,59
SYMP07348,severe seizure,8,False,Neurology,Condition_0,24
SYMP07349,moderate weight loss,10,False,General Medicine,Condition_0,39
SYMP07350,intermittent loss of taste,4,True,Cardiology,"Condition_0, Condition_1, Condition_2",18
SYMP07351,severe confusion,2,False,Emergency,"Condition_0, Condition_1, Condition_2, Condition_3",39
SYMP07352,sudden irregular heartbeat,4,False,Surgery,"Condition_0, Condition_1, Condition_2",28
SYMP07353,intermittent chills,8,False,Infectious Disease,"Condition_0, Condition_1, Condition_2, Condition_3",34
SYMP07354,moderate irregular heartbeat,1,False,Pulmonology,Condition_0,47
SYMP07355,mild chest tightness,9,True,General Medicine,Condition_0,47
SYMP07356,persistent rapid heartbeat,5,False,Neurology,"Condition_0, Condition_1, Condition_2, Condition_3",1
SYMP07357,severe vomiting,3,False,Neurology,Condition_0,47
SYMP07358,intermittent joint,5,False,Gastroenterology,Condition_0,36
SYMP07359,acute seizure,10,False,Neurology,Condition_0,7
SYMP07360,acute fatigue,1,False,General Medicine,"Condition_0, Condition_1, Condition_2, Condition_3",26
SYMP07361,intermittent sweating,8,False,Orthopedics,Condition_0,34
SYMP07362,mild palpitations,6,False,Orthopedics,Condition_0,45
SYMP07363,sudden numbness,2,False,ICU,"Condition_0, Condition_1, Condition_2",51
SYMP07364,intermittent shortness of breath,2,True,Orthopedics,"Condition_0, Condition_1, Condition_2, Condition_3",25
SYMP07365,chronic seizure,6,False,Orthopedics,"Condition_0, Condition_1, Condition_2",16
SYMP07366,sudden joint,6,False,ICU,"Condition_0, Condition_1, Condition_2, Condition_3",43
SYMP07367,intermittent loss of smell,8,True,Neurology,"Condition_0, Condition_1, Condition_2",57
SYMP07368,acute abdominal,6,False,Surgery,"Condition_0, Condition_1",36
