Doctor_ID,Specialization,Subspecialty,Experience_Years,Max_Patients_Per_Hour,Critical_Case_Certified,Performance_Score,Preferred_Case_Types,Consultation_Fee,Availability_Hours_Per_Week
DOC08448,Psychiatry,Psychiatry General,6,4,No,7.7,Psychiatry Cases,1125,61
DOC08449,Psychiatry,Psychiatry General,5,4,No,5.9,Psychiatry Cases,2151,66
DOC08450,Psychiatry,Psychiatry General,4,4,No,5.7,Psychiatry Cases,3319,72
DOC08451,Psychiatry,Psychiatry General,7,4,No,7.2,Psychiatry Cases,910,62
DOC08452,Psychiatry,Psychiatry General,3,4,No,5.8,Psychiatry Cases,4982,64
DOC08453,Psychiatry,Psychiatry General,3,4,No,5.3,Psychiatry Cases,2916,41
DOC08454,Psychiatry,Psychiatry General,9,4,No,8.5,Psychiatry Cases,2312,44
DOC08455,Psychiatry,Psychiatry General,16,4,No,9.3,Psychiatry Cases,2755,74
DOC08456,Psychiatry,Psychiatry General,11,4,No,7.3,Psychiatry Cases,1465,78
DOC08457,Psychiatry,Psychiatry General,18,4,No,9.7,Psychiatry Cases,1261,75
DOC08458,Psychiatry,Psychiatry General,36,4,No,10.0,Psychiatry Cases,3247,77
DOC08459,Psychiatry,Psychiatry General,5,4,No,6.4,Psychiatry Cases,1144,65
DOC08460,Psychiatry,Psychiatry General,5,4,No,6.4,Psychiatry Cases,4717,41
DOC08461,Psychiatry,Psychiatry General,4,4,No,6.6,Psychiatry Cases,4394,57
DOC08462,Psychiatry,Psychiatry General,6,4,No,7.7,Psychiatry Cases,3828,78
DOC08463,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,1430,41
DOC08464,Psychiatry,Psychiatry General,7,4,No,8.2,Psychiatry Cases,918,64
DOC08465,Psychiatry,Psychiatry General,8,4,No,6.7,Psychiatry Cases,599,55
DOC08466,Psychiatry,Psychiatry General,10,4,No,7.3,Psychiatry Cases,2257,55
DOC08467,Psychiatry,Psychiatry General,4,4,No,7.2,Psychiatry Cases,3956,67
DOC08468,Psychiatry,Psychiatry General,11,4,No,9.2,Psychiatry Cases,3558,70
DOC08469,Psychiatry,Psychiatry General,3,4,No,5.8,Psychiatry Cases,4553,78
DOC08470,Psychiatry,Psychiatry General,2,4,No,5.6,Psychiatry Cases,1078,72
DOC08471,Psychiatry,Psychiatry General,18,4,No,9.9,Psychiatry Cases,1122,52
DOC08472,Psychiatry,Psychiatry General,14,4,No,8.3,Psychiatry Cases,4775,53
DOC08473,Psychiatry,Psychiatry General,12,4,No,8.7,Psychiatry Cases,994,57
DOC08474,Psychiatry,Psychiatry General,3,4,No,6.4,Psychiatry Cases,1090,42
DOC08475,Psychiatry,Psychiatry General,9,4,No,6.9,Psychiatry Cases,3384,71
DOC08476,Psychiatry,Psychiatry General,4,4,No,6.6,Psychiatry Cases,751,55
DOC08477,Psychiatry,Psychiatry General,10,4,No,7.2,Psychiatry Cases,4547,48
DOC08478,Psychiatry,Psychiatry General,2,4,No,5.4,Psychiatry Cases,3515,65
DOC08479,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,4393,79
DOC08480,Psychiatry,Psychiatry General,6,4,No,7.6,Psychiatry Cases,3072,50
DOC08481,Psychiatry,Psychiatry General,6,4,No,6.2,Psychiatry Cases,3498,40
DOC08482,Psychiatry,Psychiatry General,2,4,No,5.1,Psychiatry Cases,1235,62
DOC08483,Psychiatry,Psychiatry General,23,4,No,10.0,Psychiatry Cases,566,56
DOC08484,Psychiatry,Psychiatry General,7,4,No,7.1,Psychiatry Cases,4647,63
DOC08485,Psychiatry,Psychiatry General,16,4,No,8.8,Psychiatry Cases,2254,73
DOC08486,Psychiatry,Psychiatry General,29,4,No,10.0,Psychiatry Cases,3415,78
DOC08487,Psychiatry,Psychiatry General,11,4,No,9.0,Psychiatry Cases,3757,43
DOC08488,Psychiatry,Psychiatry General,5,4,No,5.8,Psychiatry Cases,1801,53
DOC08489,Psychiatry,Psychiatry General,19,4,No,10.0,Psychiatry Cases,1778,45
DOC08490,Psychiatry,Psychiatry General,7,4,No,8.0,Psychiatry Cases,1226,75
DOC08491,Psychiatry,Psychiatry General,5,4,No,6.9,Psychiatry Cases,4992,59
DOC08492,Psychiatry,Psychiatry General,5,4,No,6.5,Psychiatry Cases,1016,76
DOC08493,Psychiatry,Psychiatry General,3,4,No,6.8,Psychiatry Cases,1698,69
DOC08494,Psychiatry,Psychiatry General,11,4,No,7.6,Psychiatry Cases,559,43
DOC08495,Psychiatry,Psychiatry General,7,4,No,6.7,Psychiatry Cases,3023,71
DOC08496,Psychiatry,Psychiatry General,1,4,No,5.9,Psychiatry Cases,2351,69
DOC08497,Psychiatry,Psychiatry General,23,4,No,10.0,Psychiatry Cases,798,76
DOC08498,Psychiatry,Psychiatry General,1,4,No,6.4,Psychiatry Cases,1813,55
DOC08499,Psychiatry,Psychiatry General,3,4,No,6.0,Psychiatry Cases,4004,73
DOC08500,Psychiatry,Psychiatry General,31,4,No,10.0,Psychiatry Cases,2758,66
DOC08501,Psychiatry,Psychiatry General,7,4,No,7.6,Psychiatry Cases,3580,40
DOC08502,Psychiatry,Psychiatry General,5,4,No,6.7,Psychiatry Cases,1416,54
DOC08503,Psychiatry,Psychiatry General,12,4,No,7.7,Psychiatry Cases,3361,63
DOC08504,Psychiatry,Psychiatry General,4,4,No,6.1,Psychiatry Cases,1299,40
DOC08505,Psychiatry,Psychiatry General,17,4,No,10.0,Psychiatry Cases,2814,46
DOC08506,Psychiatry,Psychiatry General,2,4,No,6.9,Psychiatry Cases,797,67
DOC08507,Psychiatry,Psychiatry General,3,4,No,5.3,Psychiatry Cases,1329,65
DOC08508,Psychiatry,Psychiatry General,11,4,No,9.1,Psychiatry Cases,897,73
DOC08509,Psychiatry,Psychiatry General,31,4,No,10.0,Psychiatry Cases,1274,54
DOC08510,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,2215,47
DOC08511,Psychiatry,Psychiatry General,5,4,No,6.1,Psychiatry Cases,3456,44
DOC08512,Psychiatry,Psychiatry General,4,4,No,6.1,Psychiatry Cases,3434,63
DOC08513,Psychiatry,Psychiatry General,2,4,No,6.8,Psychiatry Cases,3409,56
DOC08514,Psychiatry,Psychiatry General,17,4,No,9.3,Psychiatry Cases,1769,42
DOC08515,Psychiatry,Psychiatry General,19,4,No,10.0,Psychiatry Cases,2483,67
DOC08516,Psychiatry,Psychiatry General,9,4,No,8.3,Psychiatry Cases,4256,68
DOC08517,Psychiatry,Psychiatry General,11,4,No,7.5,Psychiatry Cases,1052,49
DOC08518,Psychiatry,Psychiatry General,6,4,No,7.1,Psychiatry Cases,639,55
DOC08519,Psychiatry,Psychiatry General,16,4,No,9.2,Psychiatry Cases,4954,56
DOC08520,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,1549,47
DOC08521,Psychiatry,Psychiatry General,3,4,No,6.9,Psychiatry Cases,4967,66
DOC08522,Psychiatry,Psychiatry General,9,4,No,6.8,Psychiatry Cases,4590,48
DOC08523,Psychiatry,Psychiatry General,1,4,No,6.1,Psychiatry Cases,843,51
DOC08524,Psychiatry,Psychiatry General,3,4,No,6.3,Psychiatry Cases,791,66
DOC08525,Psychiatry,Psychiatry General,8,4,No,7.0,Psychiatry Cases,2991,57
DOC08526,Psychiatry,Psychiatry General,13,4,No,9.2,Psychiatry Cases,4598,59
DOC08527,Psychiatry,Psychiatry General,3,4,No,6.2,Psychiatry Cases,3754,69
DOC08528,Psychiatry,Psychiatry General,23,4,No,10.0,Psychiatry Cases,3941,40
DOC08529,Psychiatry,Psychiatry General,3,4,No,6.0,Psychiatry Cases,4978,56
DOC08530,Psychiatry,Psychiatry General,22,4,No,10.0,Psychiatry Cases,3431,74
DOC08531,Psychiatry,Psychiatry General,22,4,No,10.0,Psychiatry Cases,1327,59
DOC08532,Psychiatry,Psychiatry General,9,4,No,8.4,Psychiatry Cases,2529,70
DOC08533,Psychiatry,Psychiatry General,29,4,No,10.0,Psychiatry Cases,3184,70
DOC08534,Psychiatry,Psychiatry General,19,4,No,10.0,Psychiatry Cases,3194,56
DOC08535,Psychiatry,Psychiatry General,13,4,No,8.3,Psychiatry Cases,1988,60
DOC08536,Psychiatry,Psychiatry General,4,4,No,6.8,Psychiatry Cases,2874,50
DOC08537,Psychiatry,Psychiatry General,9,4,No,7.7,Psychiatry Cases,852,71
DOC08538,Psychiatry,Psychiatry General,14,4,No,8.3,Psychiatry Cases,1965,42
DOC08539,Psychiatry,Psychiatry General,1,4,No,6.7,Psychiatry Cases,2191,69
DOC08540,Psychiatry,Psychiatry General,5,4,No,6.6,Psychiatry Cases,2146,71
DOC08541,Psychiatry,Psychiatry General,13,4,No,7.9,Psychiatry Cases,1906,69
DOC08542,Psychiatry,Psychiatry General,3,4,No,5.4,Psychiatry Cases,2084,52
DOC08543,Psychiatry,Psychiatry General,10,4,No,7.7,Psychiatry Cases,2171,51
DOC08544,Psychiatry,Psychiatry General,4,4,No,7.0,Psychiatry Cases,4669,44
DOC08545,Psychiatry,Psychiatry General,13,4,No,9.6,Psychiatry Cases,2240,53
DOC08546,Psychiatry,Psychiatry General,19,4,No,9.8,Psychiatry Cases,2538,68
DOC08547,Psychiatry,Psychiatry General,23,4,No,10.0,Psychiatry Cases,4273,64
DOC08548,Psychiatry,Psychiatry General,13,4,No,8.8,Psychiatry Cases,3050,53
DOC08549,Psychiatry,Psychiatry General,10,4,No,7.8,Psychiatry Cases,1882,42
DOC08550,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,4092,46
DOC08551,Psychiatry,Psychiatry General,6,4,No,7.5,Psychiatry Cases,906,60
DOC08552,Psychiatry,Psychiatry General,5,4,No,7.0,Psychiatry Cases,1754,67
DOC08553,Psychiatry,Psychiatry General,3,4,No,5.3,Psychiatry Cases,4714,53
DOC08554,Psychiatry,Psychiatry General,2,4,No,5.6,Psychiatry Cases,971,60
DOC08555,Psychiatry,Psychiatry General,2,4,No,6.8,Psychiatry Cases,2458,53
DOC08556,Psychiatry,Psychiatry General,1,4,No,6.5,Psychiatry Cases,3404,53
DOC08557,Psychiatry,Psychiatry General,3,4,No,5.5,Psychiatry Cases,4135,67
DOC08558,Psychiatry,Psychiatry General,3,4,No,6.1,Psychiatry Cases,1718,48
DOC08559,Psychiatry,Psychiatry General,14,4,No,9.0,Psychiatry Cases,3709,78
DOC08560,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,3263,49
DOC08561,Psychiatry,Psychiatry General,8,4,No,8.3,Psychiatry Cases,651,62
DOC08562,Psychiatry,Psychiatry General,6,4,No,7.4,Psychiatry Cases,719,60
DOC08563,Psychiatry,Psychiatry General,12,4,No,8.3,Psychiatry Cases,3498,49
DOC08564,Psychiatry,Psychiatry General,12,4,No,9.4,Psychiatry Cases,1207,44
DOC08565,Psychiatry,Psychiatry General,2,4,No,6.6,Psychiatry Cases,4938,73
DOC08566,Psychiatry,Psychiatry General,11,4,No,8.2,Psychiatry Cases,4773,61
DOC08567,Psychiatry,Psychiatry General,6,4,No,6.2,Psychiatry Cases,2481,57
DOC08568,Psychiatry,Psychiatry General,23,4,No,10.0,Psychiatry Cases,2437,43
DOC08569,Psychiatry,Psychiatry General,14,4,No,9.1,Psychiatry Cases,2346,63
DOC08570,Psychiatry,Psychiatry General,2,4,No,6.8,Psychiatry Cases,4762,52
DOC08571,Psychiatry,Psychiatry General,2,4,No,6.9,Psychiatry Cases,2662,62
DOC08572,Psychiatry,Psychiatry General,15,4,No,8.8,Psychiatry Cases,3498,60
DOC08573,Psychiatry,Psychiatry General,5,4,No,6.6,Psychiatry Cases,4416,40
DOC08574,Psychiatry,Psychiatry General,7,4,No,7.7,Psychiatry Cases,3932,49
DOC08575,Psychiatry,Psychiatry General,6,4,No,7.0,Psychiatry Cases,972,56
DOC08576,Psychiatry,Psychiatry General,12,4,No,8.8,Psychiatry Cases,4693,51
DOC08577,Psychiatry,Psychiatry General,9,4,No,7.0,Psychiatry Cases,4985,67
DOC08578,Psychiatry,Psychiatry General,2,4,No,5.7,Psychiatry Cases,3046,64
DOC08579,Psychiatry,Psychiatry General,1,4,No,5.2,Psychiatry Cases,3539,65
DOC08580,Psychiatry,Psychiatry General,2,4,No,5.4,Psychiatry Cases,917,51
DOC08581,Psychiatry,Psychiatry General,11,4,No,8.1,Psychiatry Cases,2405,44
DOC08582,Psychiatry,Psychiatry General,22,4,No,10.0,Psychiatry Cases,4174,57
DOC08583,Psychiatry,Psychiatry General,12,4,No,8.4,Psychiatry Cases,4319,47
DOC08584,Psychiatry,Psychiatry General,3,4,No,6.8,Psychiatry Cases,2837,61
DOC08585,Psychiatry,Psychiatry General,7,4,No,7.8,Psychiatry Cases,817,66
DOC08586,Psychiatry,Psychiatry General,39,4,No,10.0,Psychiatry Cases,1916,70
DOC08587,Psychiatry,Psychiatry General,9,4,No,7.7,Psychiatry Cases,4085,68
DOC08588,Psychiatry,Psychiatry General,17,4,No,9.2,Psychiatry Cases,4957,47
DOC08589,Psychiatry,Psychiatry General,1,4,No,5.3,Psychiatry Cases,4763,63
DOC08590,Psychiatry,Psychiatry General,5,4,No,7.6,Psychiatry Cases,4578,65
DOC08591,Psychiatry,Psychiatry General,13,4,No,9.7,Psychiatry Cases,3683,55
DOC08592,Psychiatry,Psychiatry General,21,4,No,10.0,Psychiatry Cases,745,77
DOC08593,Psychiatry,Psychiatry General,3,4,No,5.6,Psychiatry Cases,2164,54
DOC08594,Psychiatry,Psychiatry General,1,4,No,5.6,Psychiatry Cases,4045,78
DOC08595,Psychiatry,Psychiatry General,9,4,No,8.1,Psychiatry Cases,1851,54
DOC08596,Psychiatry,Psychiatry General,6,4,No,7.8,Psychiatry Cases,3936,47
DOC08597,Psychiatry,Psychiatry General,5,4,No,6.2,Psychiatry Cases,1122,79
DOC08598,Psychiatry,Psychiatry General,10,4,No,8.2,Psychiatry Cases,3702,60
DOC08599,Psychiatry,Psychiatry General,11,4,No,9.1,Psychiatry Cases,3696,76
DOC08600,Psychiatry,Psychiatry General,5,4,No,6.2,Psychiatry Cases,698,53
DOC08601,Psychiatry,Psychiatry General,11,4,No,8.3,Psychiatry Cases,2787,79
DOC08602,Psychiatry,Psychiatry General,4,4,No,6.3,Psychiatry Cases,3705,40
DOC08603,Psychiatry,Psychiatry General,5,4,No,7.7,Psychiatry Cases,1924,44
DOC08604,Psychiatry,Psychiatry General,1,4,No,5.7,Psychiatry Cases,4696,42
DOC08605,Psychiatry,Psychiatry General,8,4,No,6.6,Psychiatry Cases,749,73
DOC08606,Psychiatry,Psychiatry General,15,4,No,9.3,Psychiatry Cases,1213,51
DOC08607,Psychiatry,Psychiatry General,9,4,No,7.2,Psychiatry Cases,3228,62
DOC08608,Psychiatry,Psychiatry General,5,4,No,7.5,Psychiatry Cases,4522,48
DOC08609,Psychiatry,Psychiatry General,1,4,No,5.0,Psychiatry Cases,4827,79
DOC08610,Psychiatry,Psychiatry General,2,4,No,6.3,Psychiatry Cases,2073,67
DOC08611,Psychiatry,Psychiatry General,8,4,No,7.3,Psychiatry Cases,2219,52
DOC08612,Psychiatry,Psychiatry General,6,4,No,7.7,Psychiatry Cases,1651,62
DOC08613,Psychiatry,Psychiatry General,14,4,No,8.6,Psychiatry Cases,2024,45
DOC08614,Psychiatry,Psychiatry General,7,4,No,7.9,Psychiatry Cases,3553,49
DOC08615,Psychiatry,Psychiatry General,10,4,No,8.8,Psychiatry Cases,1963,76
DOC08616,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,4627,64
DOC08617,Psychiatry,Psychiatry General,20,4,No,9.9,Psychiatry Cases,1658,52
DOC08618,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,1699,60
DOC08619,Psychiatry,Psychiatry General,10,4,No,8.7,Psychiatry Cases,4159,52
DOC08620,Psychiatry,Psychiatry General,1,4,No,6.4,Psychiatry Cases,4412,43
DOC08621,Psychiatry,Psychiatry General,9,4,No,7.7,Psychiatry Cases,2418,70
DOC08622,Psychiatry,Psychiatry General,4,4,No,7.3,Psychiatry Cases,921,45
DOC08623,Psychiatry,Psychiatry General,4,4,No,6.7,Psychiatry Cases,2818,67
DOC08624,Psychiatry,Psychiatry General,2,4,No,5.4,Psychiatry Cases,2920,67
DOC08625,Psychiatry,Psychiatry General,5,4,No,7.6,Psychiatry Cases,4699,66
DOC08626,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,978,76
DOC08627,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,3495,78
DOC08628,Psychiatry,Psychiatry General,12,4,No,8.6,Psychiatry Cases,2760,45
DOC08629,Psychiatry,Psychiatry General,15,4,No,8.7,Psychiatry Cases,4349,58
DOC08630,Psychiatry,Psychiatry General,3,4,No,6.9,Psychiatry Cases,4474,50
DOC08631,Psychiatry,Psychiatry General,1,4,No,5.0,Psychiatry Cases,1289,41
DOC08632,Psychiatry,Psychiatry General,12,4,No,9.2,Psychiatry Cases,3577,60
DOC08633,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,1432,56
DOC08634,Psychiatry,Psychiatry General,14,4,No,9.4,Psychiatry Cases,2713,42
DOC08635,Psychiatry,Psychiatry General,21,4,No,10.0,Psychiatry Cases,2112,51
DOC08636,Psychiatry,Psychiatry General,5,4,No,6.3,Psychiatry Cases,3690,52
DOC08637,Psychiatry,Psychiatry General,6,4,No,7.3,Psychiatry Cases,2077,71
DOC08638,Psychiatry,Psychiatry General,1,4,No,5.2,Psychiatry Cases,1674,48
DOC08639,Psychiatry,Psychiatry General,1,4,No,5.0,Psychiatry Cases,4585,59
DOC08640,Psychiatry,Psychiatry General,1,4,No,6.5,Psychiatry Cases,2031,58
DOC08641,Psychiatry,Psychiatry General,6,4,No,7.8,Psychiatry Cases,1844,78
DOC08642,Psychiatry,Psychiatry General,17,4,No,9.1,Psychiatry Cases,2122,50
DOC08643,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,4371,40
DOC08644,Psychiatry,Psychiatry General,16,4,No,9.8,Psychiatry Cases,1487,49
DOC08645,Psychiatry,Psychiatry General,20,4,No,10.0,Psychiatry Cases,2361,78
DOC08646,Psychiatry,Psychiatry General,8,4,No,8.5,Psychiatry Cases,1655,67
DOC08647,Psychiatry,Psychiatry General,3,4,No,5.6,Psychiatry Cases,2396,49
DOC08648,Psychiatry,Psychiatry General,10,4,No,8.3,Psychiatry Cases,4700,76
DOC08649,Psychiatry,Psychiatry General,9,4,No,7.6,Psychiatry Cases,2394,56
DOC08650,Psychiatry,Psychiatry General,5,4,No,6.2,Psychiatry Cases,2568,69
DOC08651,Psychiatry,Psychiatry General,21,4,No,10.0,Psychiatry Cases,4232,48
DOC08652,Psychiatry,Psychiatry General,19,4,No,10.0,Psychiatry Cases,1733,54
DOC08653,Psychiatry,Psychiatry General,10,4,No,9.0,Psychiatry Cases,3721,46
DOC08654,Psychiatry,Psychiatry General,2,4,No,5.6,Psychiatry Cases,1842,49
DOC08655,Psychiatry,Psychiatry General,9,4,No,8.7,Psychiatry Cases,4212,60
DOC08656,Psychiatry,Psychiatry General,39,4,No,10.0,Psychiatry Cases,3724,60
DOC08657,Psychiatry,Psychiatry General,2,4,No,5.5,Psychiatry Cases,4602,64
DOC08658,Psychiatry,Psychiatry General,15,4,No,9.8,Psychiatry Cases,565,59
DOC08659,Psychiatry,Psychiatry General,10,4,No,8.0,Psychiatry Cases,2422,42
DOC08660,Psychiatry,Psychiatry General,14,4,No,9.7,Psychiatry Cases,1716,67
DOC08661,Psychiatry,Psychiatry General,14,4,No,9.4,Psychiatry Cases,1977,42
DOC08662,Psychiatry,Psychiatry General,13,4,No,9.4,Psychiatry Cases,3926,68
DOC08663,Psychiatry,Psychiatry General,25,4,No,10.0,Psychiatry Cases,1513,79
DOC08664,Psychiatry,Psychiatry General,11,4,No,9.0,Psychiatry Cases,3467,44
DOC08665,Psychiatry,Psychiatry General,9,4,No,8.7,Psychiatry Cases,1879,43
DOC08666,Psychiatry,Psychiatry General,6,4,No,7.5,Psychiatry Cases,2124,64
DOC08667,Psychiatry,Psychiatry General,25,4,No,10.0,Psychiatry Cases,1380,49
DOC08668,Psychiatry,Psychiatry General,8,4,No,8.2,Psychiatry Cases,3601,66
DOC08669,Psychiatry,Psychiatry General,2,4,No,5.4,Psychiatry Cases,2010,70
DOC08670,Psychiatry,Psychiatry General,10,4,No,7.2,Psychiatry Cases,1291,71
DOC08671,Psychiatry,Psychiatry General,12,4,No,9.4,Psychiatry Cases,763,56
DOC08672,Psychiatry,Psychiatry General,11,4,No,9.2,Psychiatry Cases,4383,51
DOC08673,Psychiatry,Psychiatry General,15,4,No,9.9,Psychiatry Cases,4475,77
DOC08674,Psychiatry,Psychiatry General,6,4,No,7.2,Psychiatry Cases,2806,62
DOC08675,Psychiatry,Psychiatry General,13,4,No,8.0,Psychiatry Cases,2121,68
DOC08676,Psychiatry,Psychiatry General,15,4,No,9.6,Psychiatry Cases,2050,78
DOC08677,Psychiatry,Psychiatry General,5,4,No,7.0,Psychiatry Cases,4486,65
DOC08678,Psychiatry,Psychiatry General,7,4,No,6.6,Psychiatry Cases,2509,71
DOC08679,Psychiatry,Psychiatry General,6,4,No,7.3,Psychiatry Cases,4002,51
DOC08680,Psychiatry,Psychiatry General,2,4,No,6.7,Psychiatry Cases,2942,51
DOC08681,Psychiatry,Psychiatry General,2,4,No,6.7,Psychiatry Cases,3514,65
DOC08682,Psychiatry,Psychiatry General,12,4,No,7.8,Psychiatry Cases,4236,54
DOC08683,Psychiatry,Psychiatry General,4,4,No,7.2,Psychiatry Cases,3522,56
DOC08684,Psychiatry,Psychiatry General,8,4,No,8.5,Psychiatry Cases,733,57
DOC08685,Psychiatry,Psychiatry General,16,4,No,10.0,Psychiatry Cases,4542,70
DOC08686,Psychiatry,Psychiatry General,29,4,No,10.0,Psychiatry Cases,2894,42
DOC08687,Psychiatry,Psychiatry General,2,4,No,6.3,Psychiatry Cases,2604,43
DOC08688,Psychiatry,Psychiatry General,5,4,No,6.6,Psychiatry Cases,3184,77
DOC08689,Psychiatry,Psychiatry General,8,4,No,7.2,Psychiatry Cases,2031,60
DOC08690,Psychiatry,Psychiatry General,3,4,No,5.5,Psychiatry Cases,3634,45
DOC08691,Psychiatry,Psychiatry General,14,4,No,8.9,Psychiatry Cases,2467,70
DOC08692,Psychiatry,Psychiatry General,5,4,No,6.4,Psychiatry Cases,867,70
DOC08693,Psychiatry,Psychiatry General,24,4,No,10.0,Psychiatry Cases,1982,63
DOC08694,Psychiatry,Psychiatry General,33,4,No,10.0,Psychiatry Cases,946,48
DOC08695,Psychiatry,Psychiatry General,8,4,No,7.3,Psychiatry Cases,2848,45
DOC08696,Psychiatry,Psychiatry General,9,4,No,7.6,Psychiatry Cases,1496,62
DOC08697,Psychiatry,Psychiatry General,4,4,No,5.9,Psychiatry Cases,3285,64
DOC08698,Psychiatry,Psychiatry General,1,4,No,6.1,Psychiatry Cases,4900,46
DOC08699,Psychiatry,Psychiatry General,6,4,No,7.8,Psychiatry Cases,3834,69
DOC08700,Psychiatry,Psychiatry General,19,4,No,10.0,Psychiatry Cases,3098,51
DOC08701,Surgery,General,3,2,Yes,5.4,Surgery Cases,4952,77
DOC08702,Surgery,Cardiac,4,2,Yes,5.9,Surgery Cases,3834,69
DOC08703,Surgery,Thoracic,7,2,Yes,6.5,Surgery Cases,2669,48
DOC08704,Surgery,Cardiac,3,2,Yes,6.4,Surgery Cases,1458,69
DOC08705,Surgery,General,11,2,Yes,8.7,Surgery Cases,4733,66
DOC08706,Surgery,Cardiac,3,2,Yes,5.9,Surgery Cases,1179,57
DOC08707,Surgery,Cardiac,3,2,No,6.1,Surgery Cases,2106,43
DOC08708,Surgery,Thoracic,9,2,Yes,7.6,Surgery Cases,709,76
DOC08709,Surgery,Vascular,24,2,Yes,10.0,Surgery Cases,3569,41
DOC08710,Surgery,Vascular,1,2,No,5.2,Surgery Cases,3384,70
DOC08711,Surgery,General,6,2,Yes,7.0,Surgery Cases,4468,51
DOC08712,Surgery,Thoracic,12,2,Yes,9.3,Surgery Cases,2619,44
DOC08713,Surgery,Thoracic,6,2,Yes,7.6,Surgery Cases,1625,65
DOC08714,Surgery,Cardiac,5,2,Yes,7.7,Surgery Cases,4114,51
DOC08715,Surgery,Vascular,22,2,Yes,10.0,Surgery Cases,4809,51
DOC08716,Surgery,Cardiac,18,2,Yes,9.2,Surgery Cases,2028,53
DOC08717,Surgery,General,3,2,No,5.3,Surgery Cases,614,44
DOC08718,Surgery,Vascular,11,2,Yes,9.1,Surgery Cases,1537,79
DOC08719,Surgery,Cardiac,6,2,Yes,7.8,Surgery Cases,4127,41
DOC08720,Surgery,General,4,2,Yes,5.9,Surgery Cases,544,63
DOC08721,Surgery,General,7,2,Yes,6.9,Surgery Cases,4901,51
DOC08722,Surgery,Vascular,2,2,Yes,7.0,Surgery Cases,2675,49
DOC08723,Surgery,General,6,2,Yes,6.4,Surgery Cases,2494,53
DOC08724,Surgery,Thoracic,1,2,Yes,5.4,Surgery Cases,2868,75
DOC08725,Surgery,General,6,2,Yes,6.2,Surgery Cases,613,61
DOC08726,Surgery,Trauma,2,2,No,5.3,Surgery Cases,1187,48
DOC08727,Surgery,General,3,2,No,6.0,Surgery Cases,4982,59
DOC08728,Surgery,Vascular,2,2,Yes,6.4,Surgery Cases,3199,43
DOC08729,Surgery,Cardiac,14,2,Yes,9.6,Surgery Cases,4040,44
DOC08730,Surgery,Thoracic,3,2,No,6.4,Surgery Cases,4934,74
DOC08731,Surgery,Vascular,3,2,Yes,5.7,Surgery Cases,3876,56
DOC08732,Surgery,Thoracic,17,2,Yes,10.0,Surgery Cases,2680,67
DOC08733,Surgery,Cardiac,3,2,Yes,6.7,Surgery Cases,3782,65
DOC08734,Surgery,Vascular,22,2,Yes,10.0,Surgery Cases,3702,46
DOC08735,Surgery,Thoracic,13,2,Yes,8.5,Surgery Cases,2293,71
DOC08736,Surgery,Thoracic,1,2,No,6.2,Surgery Cases,4232,74
DOC08737,Surgery,Trauma,6,2,Yes,6.9,Surgery Cases,3750,51
DOC08738,Surgery,Thoracic,3,2,No,6.1,Surgery Cases,1451,53
DOC08739,Surgery,Trauma,3,2,Yes,6.6,Surgery Cases,3889,76
DOC08740,Surgery,Thoracic,10,2,Yes,8.4,Surgery Cases,1047,68
DOC08741,Surgery,Trauma,5,2,Yes,6.0,Surgery Cases,3749,61
DOC08742,Surgery,Trauma,4,2,Yes,5.6,Surgery Cases,3378,46
DOC08743,Surgery,Vascular,6,2,Yes,6.5,Surgery Cases,1363,49
DOC08744,Surgery,Thoracic,4,2,No,7.5,Surgery Cases,572,50
DOC08745,Surgery,General,1,2,No,5.4,Surgery Cases,4638,49
DOC08746,Surgery,Trauma,6,2,Yes,7.1,Surgery Cases,3564,44
DOC08747,Surgery,General,2,2,Yes,5.3,Surgery Cases,1305,77
DOC08748,Surgery,General,30,2,Yes,10.0,Surgery Cases,3929,53
DOC08749,Surgery,Thoracic,1,2,Yes,6.5,Surgery Cases,4768,42
DOC08750,Surgery,Trauma,1,2,No,5.6,Surgery Cases,2026,57
DOC08751,Surgery,Trauma,5,2,Yes,6.8,Surgery Cases,3787,60
DOC08752,Surgery,General,6,2,Yes,6.4,Surgery Cases,2004,59
DOC08753,Surgery,General,18,2,Yes,10.0,Surgery Cases,2363,59
DOC08754,Surgery,General,10,2,Yes,9.0,Surgery Cases,1742,48
DOC08755,Surgery,Vascular,11,2,Yes,7.7,Surgery Cases,1288,77
DOC08756,Surgery,General,6,2,Yes,7.0,Surgery Cases,1316,51
DOC08757,Surgery,General,1,2,Yes,5.8,Surgery Cases,2739,49
