Condition_ID,Condition_Name,Condition_Category,Base_Severity_Score,Default_Department,Emergency_Flag,Contagious_Flag,Max_Recommended_Wait_Time_Minutes,Mortality_Risk_Level,Progression_Speed
COND07471,Brain Tumor Severe Primary,Neurological,8,Gastroenterology,Yes,No,103,Moderate,Fast
COND07472,GERD Severe Type B,Gastrointestinal,10,Cardiology,Yes,No,42,Low,Fast
COND07473,Influenza Active Viral,Respiratory,7,Cardiology,No,Yes,117,Low,Moderate
COND07474,Gastroenteritis Mild Resistant,Infection,5,Infectious Disease,No,No,136,Low,Moderate
COND07475,Contusion Mild 2nd Degree,Trauma,8,Infectious Disease,No,No,109,Low,Slow
COND07476,Typhoid Chronic Community Acquired,Infection,5,General Medicine,Yes,No,94,Low,Moderate
COND07477,Heart Failure Stable Grade III,Cardiac,2,ICU,No,No,134,Low,Slow
COND07478,Viral Fever Moderate Community Acquired,Infection,5,Surgery,No,No,66,Low,Fast
COND07479,Concussion Acute Secondary,Neurological,5,Cardiology,No,No,178,Low,Fast
COND07480,Diverticulitis Moderate Complicated,Gastrointestinal,6,General Medicine,Yes,No,20,Moderate,Moderate
COND07481,Migraine Severe Primary,Neurological,10,Orthopedics,Yes,No,147,Low,Slow
COND07482,Concussion Severe Ischemic,Neurological,2,Gastroenterology,Yes,No,159,Low,Slow
COND07483,Head Injury Severe Open,Trauma,8,Infectious Disease,No,Yes,133,Low,Moderate
COND07484,Abscess Chronic Community Acquired,Infection,3,Neurology,No,No,4,Low,Slow
COND07485,Fracture Major 1st Degree,Trauma,3,Neurology,No,Yes,59,Low,Slow
COND07486,Brain Tumor Mild Hemorrhagic,Neurological,4,Emergency,Yes,No,75,Low,Moderate
COND07487,Deep Vein Thrombosis Unstable Grade II,Cardiac,7,Emergency,No,No,127,Low,Slow
COND07488,Valvular Disease Mild Stage 3,Cardiac,9,Pulmonology,No,No,112,Low,Fast
COND07489,Pleurisy Chronic Viral,Respiratory,6,ICU,Yes,No,14,Low,Moderate
COND07490,Concussion Mild Secondary,Neurological,8,Neurology,Yes,No,102,High,Slow
COND07491,Concussion Progressive Primary,Neurological,4,Pulmonology,No,No,86,Low,Slow
COND07492,Cellulitis Acute Gram Positive,Infection,6,Infectious Disease,No,No,98,Moderate,Slow
COND07493,Internal Bleeding Severe Simple,Trauma,5,Emergency,No,Yes,5,Moderate,Moderate
COND07494,Angina Severe Type A,Cardiac,5,Neurology,Yes,No,107,Low,Slow
COND07495,Respiratory Distress Syndrome Mild Bacterial,Respiratory,2,Cardiology,No,No,64,Low,Moderate
COND07496,Vertigo Chronic Generalized,Neurological,7,Neurology,No,No,86,Moderate,Moderate
COND07497,Concussion Mild Generalized,Neurological,7,Orthopedics,No,No,141,Low,Moderate
COND07498,Spinal Injury Major Compound,Trauma,6,Gastroenterology,Yes,No,165,Low,Moderate
COND07499,Epilepsy Moderate Ischemic,Neurological,3,Gastroenterology,No,No,85,High,Moderate
COND07500,Tuberculosis Moderate Bacterial,Respiratory,8,Infectious Disease,No,Yes,160,Low,Slow
COND07501,Abscess Mild Community Acquired,Infection,4,Pulmonology,Yes,No,75,Low,Moderate
COND07502,Dengue Severe Resistant,Infection,5,Neurology,No,No,135,Moderate,Moderate
COND07503,Bacterial Infection Mild Gram Positive,Infection,4,Cardiology,No,Yes,79,Low,Fast
COND07504,Bowel Obstruction Chronic Uncomplicated,Gastrointestinal,2,Gastroenterology,No,No,116,Moderate,Fast
COND07505,Abscess Recurrent Gram Negative,Infection,3,ICU,No,No,84,Moderate,Fast
COND07506,Brain Tumor Acute Hemorrhagic,Neurological,6,Cardiology,No,Yes,41,Low,Moderate
COND07507,Meningitis Progressive Secondary,Neurological,6,Neurology,No,No,28,Low,Slow
COND07508,Hepatitis Acute Complicated,Gastrointestinal,9,Surgery,No,No,37,Low,Slow
COND07509,Vertigo Severe Primary,Neurological,2,Pulmonology,No,No,6,Moderate,Fast
COND07510,Cardiomyopathy Moderate Grade I,Cardiac,5,Orthopedics,No,No,73,Moderate,Slow
COND07511,Migraine Mild Focal,Neurological,3,Orthopedics,No,No,144,High,Moderate
COND07512,Viral Fever Chronic Resistant,Infection,8,General Medicine,No,No,175,Moderate,Moderate
COND07513,Head Injury Major Simple,Trauma,9,ICU,No,Yes,33,Moderate,Slow
COND07514,GI Bleed Acute Complicated,Gastrointestinal,9,Gastroenterology,Yes,No,44,Moderate,Slow
COND07515,Arrhythmia Mild Type B,Cardiac,8,Surgery,Yes,No,52,Low,Fast
COND07516,Gastroenteritis Mild Gram Positive,Infection,6,Pulmonology,No,Yes,103,Low,Moderate
COND07517,Gastritis Severe Type C,Gastrointestinal,7,Cardiology,No,No,83,Low,Moderate
COND07518,Alzheimers Chronic Focal,Neurological,2,Neurology,No,No,86,Low,Slow
COND07519,Laceration Moderate Compound,Trauma,8,Infectious Disease,Yes,No,48,Low,Slow
COND07520,Cholecystitis Mild Type B,Gastrointestinal,5,ICU,No,No,153,Low,Slow
COND07521,Dislocation Mild Simple,Trauma,9,General Medicine,Yes,No,67,Low,Slow
COND07522,Abscess Acute Resistant,Infection,2,Orthopedics,Yes,No,79,Low,Moderate
COND07523,Alzheimers Acute Generalized,Neurological,3,Emergency,No,No,123,Moderate,Slow
COND07524,Meningitis Severe Secondary,Neurological,4,Infectious Disease,No,No,119,Moderate,Slow
COND07525,Neuropathy Progressive Hemorrhagic,Neurological,4,General Medicine,Yes,No,125,Low,Slow
COND07526,Laryngitis Mild Type 1,Respiratory,4,Surgery,No,No,98,Moderate,Moderate
COND07527,Valvular Disease Unstable Stage 2,Cardiac,4,Infectious Disease,No,No,164,Moderate,Fast
COND07528,Tuberculosis Active Bacterial,Respiratory,6,Infectious Disease,No,No,20,Low,Slow
COND07529,Concussion Mild Ischemic,Neurological,4,Surgery,Yes,Yes,0,Low,Moderate
COND07530,Bacterial Infection Moderate Resistant,Infection,2,Cardiology,Yes,No,121,Low,Moderate
COND07531,Migraine Severe Primary,Neurological,10,Surgery,Yes,No,112,Low,Moderate
COND07532,UTI Severe Gram Positive,Infection,10,Cardiology,No,Yes,158,Low,Fast
COND07533,Valvular Disease Stable Grade III,Cardiac,2,Surgery,No,No,171,Moderate,Fast
COND07534,Malaria Mild Resistant,Infection,2,Neurology,No,Yes,35,Moderate,Moderate
COND07535,Laceration Severe 2nd Degree,Trauma,10,ICU,No,No,57,Low,Slow
COND07536,Dengue Moderate Resistant,Infection,6,Gastroenterology,No,No,66,Low,Slow
COND07537,Wound Infection Mild Community Acquired,Infection,3,General Medicine,No,No,33,Moderate,Slow
COND07538,Endocarditis Severe Grade III,Cardiac,10,Surgery,No,No,112,Low,Fast
COND07539,TIA Moderate Primary,Neurological,3,Gastroenterology,Yes,No,157,Moderate,Slow
COND07540,Dislocation Moderate Closed,Trauma,9,Infectious Disease,No,No,78,Low,Slow
COND07541,Dislocation Minor Closed,Trauma,8,Pulmonology,No,No,49,Low,Moderate
COND07542,IBD Severe Type C,Gastrointestinal,7,ICU,No,No,178,Low,Fast
COND07543,Pulmonary Embolism Moderate Grade III,Cardiac,2,Surgery,No,No,21,Moderate,Slow
COND07544,Bell Palsy Mild Ischemic,Neurological,8,Orthopedics,Yes,No,24,Low,Moderate
COND07545,Sepsis Moderate Resistant,Infection,10,Cardiology,Yes,No,36,Low,Moderate
COND07546,Laryngitis Chronic Viral,Respiratory,9,Neurology,No,No,12,Low,Slow
COND07547,Sprain Moderate Open,Trauma,2,General Medicine,No,Yes,71,Low,Fast
COND07548,Peripheral Artery Disease Acute Grade III,Cardiac,10,Orthopedics,Yes,No,39,Low,Slow
COND07549,GERD Acute Type C,Gastrointestinal,7,Surgery,No,No,175,Low,Fast
COND07550,Crush Injury Moderate 2nd Degree,Trauma,5,Neurology,No,No,36,Low,Slow
COND07551,TIA Mild Focal,Neurological,9,Gastroenterology,Yes,No,153,Low,Slow
COND07552,IBD Acute Uncomplicated,Gastrointestinal,7,Neurology,No,No,31,Low,Moderate
COND07553,Typhoid Mild Community Acquired,Infection,9,Emergency,Yes,No,91,Moderate,Slow
COND07554,Peripheral Artery Disease Acute Grade II,Cardiac,5,Infectious Disease,No,No,12,Moderate,Slow
COND07555,UTI Severe Gram Positive,Infection,10,Surgery,Yes,No,134,Moderate,Moderate
COND07556,Alzheimers Progressive Ischemic,Neurological,3,Emergency,No,No,179,Low,Moderate
COND07557,Peripheral Artery Disease Stable Type A,Cardiac,3,Orthopedics,No,No,127,Moderate,Slow
COND07558,Blood Infection Recurrent Resistant,Infection,3,Infectious Disease,No,Yes,165,Moderate,Moderate
COND07559,Ventricular Tachycardia Mild Stage 2,Cardiac,3,Infectious Disease,No,No,77,Low,Moderate
COND07560,Lung Cancer Severe Fungal,Respiratory,9,Cardiology,Yes,No,1,High,Moderate
COND07561,Bacterial Infection Moderate Gram Positive,Infection,8,Gastroenterology,No,Yes,80,Moderate,Fast
COND07562,GI Bleed Chronic Uncomplicated,Gastrointestinal,3,Infectious Disease,Yes,No,172,Low,Slow
COND07563,Abscess Acute Gram Negative,Infection,10,Gastroenterology,Yes,No,37,High,Fast
COND07564,Laryngitis Moderate Viral,Respiratory,6,Gastroenterology,No,No,142,Low,Slow
COND07565,Dislocation Mild 1st Degree,Trauma,4,Orthopedics,No,No,27,Low,Slow
COND07566,Ventricular Tachycardia Acute Stage 3,Cardiac,2,Pulmonology,No,No,12,Low,Slow
COND07567,Sleep Apnea Mild Viral,Respiratory,8,General Medicine,No,No,59,Low,Slow
COND07568,Pericarditis Chronic Stage 1,Cardiac,8,Cardiology,No,No,90,High,Slow
COND07569,Pneumonia Acute Fungal,Respiratory,5,Neurology,Yes,No,147,Low,Moderate
COND07570,Peripheral Artery Disease Unstable Grade III,Cardiac,2,Pulmonology,No,No,96,High,Moderate
COND07571,Viral Fever Mild Gram Negative,Infection,9,Orthopedics,No,No,131,Moderate,Moderate
COND07572,Viral Fever Moderate Resistant,Infection,9,Surgery,No,No,165,Low,Moderate
COND07573,Crush Injury Moderate Simple,Trauma,3,Cardiology,No,No,15,Moderate,Fast
COND07574,Sprain Mild Open,Trauma,2,Neurology,No,No,102,Low,Slow
COND07575,Fracture Major Simple,Trauma,4,Neurology,No,Yes,72,High,Slow
COND07576,Concussion Progressive Generalized,Neurological,10,Gastroenterology,No,No,23,Low,Moderate
COND07577,Liver Failure Chronic Complicated,Gastrointestinal,5,Emergency,Yes,Yes,74,Low,Moderate
COND07578,Cholecystitis Severe Type B,Gastrointestinal,8,Orthopedics,Yes,No,103,Moderate,Moderate
COND07579,Emphysema Latent Type 2,Respiratory,8,General Medicine,No,No,116,Low,Fast
COND07580,Laceration Minor 1st Degree,Trauma,6,ICU,No,No,25,Low,Slow
COND07581,Cellulitis Chronic Gram Positive,Infection,2,Cardiology,No,Yes,110,Low,Moderate
COND07582,Tuberculosis Chronic Viral,Respiratory,3,Cardiology,Yes,No,156,Low,Slow
COND07583,Neuropathy Progressive Hemorrhagic,Neurological,3,Gastroenterology,No,Yes,112,Low,Moderate
COND07584,Sinusitis Acute Bacterial,Respiratory,6,Infectious Disease,Yes,No,27,Low,Moderate
COND07585,Fungal Infection Recurrent Gram Negative,Infection,2,Gastroenterology,Yes,No,90,Moderate,Slow
COND07586,Liver Failure Severe Complicated,Gastrointestinal,5,Gastroenterology,No,Yes,4,Low,Slow
COND07587,Typhoid Recurrent Resistant,Infection,6,Orthopedics,No,Yes,108,Low,Fast
COND07588,Brain Tumor Chronic Hemorrhagic,Neurological,8,Gastroenterology,Yes,No,95,Low,Fast
COND07589,Dislocation Severe Compound,Trauma,4,Cardiology,Yes,Yes,19,Moderate,Moderate
COND07590,Arrhythmia Unstable Stage 1,Cardiac,2,Cardiology,Yes,No,65,Moderate,Slow
COND07591,Sinusitis Moderate Viral,Respiratory,5,ICU,Yes,No,137,Low,Fast
COND07592,Valvular Disease Chronic Type A,Cardiac,9,Neurology,No,No,91,Moderate,Moderate
COND07593,Liver Failure Mild Type A,Gastrointestinal,8,Infectious Disease,No,No,141,Moderate,Slow
COND07594,Pharyngitis Latent Exacerbation,Respiratory,8,Orthopedics,Yes,No,27,Low,Moderate
COND07595,Cirrhosis Acute Uncomplicated,Gastrointestinal,7,General Medicine,No,No,142,Low,Slow
COND07596,UTI Mild Community Acquired,Infection,4,Pulmonology,No,No,93,Moderate,Moderate
COND07597,Pneumonia Acute Fungal,Respiratory,4,ICU,Yes,Yes,8,Low,Fast
COND07598,Pleural Effusion Chronic Fungal,Respiratory,5,General Medicine,Yes,No,49,High,Slow
COND07599,Arrhythmia Acute Grade I,Cardiac,9,Surgery,No,No,76,Moderate,Moderate
COND07600,Sleep Apnea Chronic Type 1,Respiratory,9,Emergency,No,No,158,High,Slow
COND07601,Pneumonia Mild Type 1,Respiratory,2,Orthopedics,Yes,No,65,Low,Moderate
COND07602,Multiple Sclerosis Moderate Ischemic,Neurological,4,Infectious Disease,No,No,30,Moderate,Slow
COND07603,Aortic Dissection Stable Stage 3,Cardiac,10,Orthopedics,No,No,178,Moderate,Slow
COND07604,Endocarditis Unstable Stage 3,Cardiac,6,Orthopedics,No,Yes,23,High,Moderate
COND07605,Influenza Acute Type 1,Respiratory,4,Orthopedics,No,No,52,Moderate,Moderate
COND07606,Spinal Injury Major 2nd Degree,Trauma,5,Orthopedics,No,No,7,Low,Fast
COND07607,Bronchitis Moderate Viral,Respiratory,4,Emergency,No,No,6,Low,Moderate
COND07608,Parkinsons Mild Primary,Neurological,4,Orthopedics,No,No,50,Moderate,Slow
COND07609,Appendicitis Severe Type A,Gastrointestinal,10,ICU,No,No,156,Moderate,Slow
COND07610,Blood Infection Moderate Gram Positive,Infection,4,Neurology,No,Yes,131,Low,Moderate
COND07611,Contusion Moderate 3rd Degree,Trauma,10,General Medicine,No,No,101,Low,Moderate
COND07612,Dislocation Moderate Compound,Trauma,7,Infectious Disease,Yes,Yes,36,Moderate,Moderate
COND07613,Abscess Mild Gram Positive,Infection,2,Infectious Disease,No,Yes,122,Low,Moderate
COND07614,Pancreatitis Moderate Type A,Gastrointestinal,3,Gastroenterology,No,No,145,Low,Slow
COND07615,Burn Mild 2nd Degree,Trauma,6,Emergency,No,No,76,Low,Moderate
COND07616,Fungal Infection Mild Gram Positive,Infection,9,Infectious Disease,No,No,156,High,Moderate
COND07617,Spinal Injury Major Closed,Trauma,7,General Medicine,Yes,No,58,Low,Fast
COND07618,COVID-19 Latent Exacerbation,Respiratory,9,Cardiology,Yes,No,144,Moderate,Slow
COND07619,Crush Injury Moderate 2nd Degree,Trauma,10,Emergency,Yes,No,94,Low,Fast
COND07620,Heart Failure Stable Stage 1,Cardiac,8,ICU,Yes,No,26,Low,Slow
COND07621,Pancreatitis Chronic Complicated,Gastrointestinal,7,ICU,No,No,99,Moderate,Moderate
COND07622,Sinusitis Moderate Bacterial,Respiratory,5,Surgery,No,Yes,130,Low,Slow
COND07623,Seizure Acute Focal,Neurological,6,Neurology,Yes,No,98,Low,Moderate
COND07624,Endocarditis Stable Stage 2,Cardiac,9,Pulmonology,No,No,7,Low,Moderate
COND07625,Seizure Moderate Ischemic,Neurological,4,Pulmonology,Yes,No,48,Moderate,Moderate
COND07626,Bronchitis Moderate Type 2,Respiratory,10,Emergency,Yes,No,22,Moderate,Fast
COND07627,Bowel Obstruction Mild Complicated,Gastrointestinal,4,Gastroenterology,No,No,178,Moderate,Moderate
COND07628,Parkinsons Acute Hemorrhagic,Neurological,6,Infectious Disease,Yes,No,75,Low,Slow
COND07629,Pleural Effusion Latent Fungal,Respiratory,3,ICU,Yes,No,54,Low,Moderate
COND07630,Lung Cancer Latent Fungal,Respiratory,6,Neurology,No,No,85,Low,Fast
COND07631,Crush Injury Major Open,Trauma,8,Orthopedics,Yes,Yes,95,Low,Moderate
COND07632,Multiple Sclerosis Chronic Focal,Neurological,7,Cardiology,No,No,126,Moderate,Moderate
COND07633,Typhoid Mild Resistant,Infection,10,Orthopedics,No,No,101,Low,Slow
COND07634,Hepatitis Severe Type A,Gastrointestinal,3,Emergency,No,No,156,Low,Fast
COND07635,Asthma Severe Bacterial,Respiratory,7,Cardiology,No,Yes,92,Low,Fast
COND07636,Sleep Apnea Chronic Viral,Respiratory,6,Cardiology,No,No,86,Low,Slow
COND07637,IBD Severe Uncomplicated,Gastrointestinal,10,Infectious Disease,Yes,Yes,61,Low,Slow
COND07638,Spinal Injury Mild 1st Degree,Trauma,10,Emergency,No,No,82,Moderate,Moderate
COND07639,COVID-19 Latent Type 2,Respiratory,6,Surgery,Yes,No,82,Low,Moderate
COND07640,Ventricular Tachycardia Moderate Type B,Cardiac,2,Surgery,Yes,No,79,Low,Slow
COND07641,Fracture Minor Open,Trauma,7,Gastroenterology,No,No,73,Moderate,Fast
COND07642,Wound Infection Acute Gram Positive,Infection,8,Infectious Disease,No,No,85,Low,Slow
COND07643,TIA Chronic Focal,Neurological,4,Orthopedics,Yes,No,24,Low,Slow
COND07644,Valvular Disease Acute Stage 2,Cardiac,4,General Medicine,Yes,No,109,Low,Slow
COND07645,GI Bleed Chronic Uncomplicated,Gastrointestinal,2,Infectious Disease,Yes,No,27,Moderate,Slow
COND07646,Migraine Chronic Generalized,Neurological,7,Orthopedics,Yes,No,156,Moderate,Moderate
COND07647,Cirrhosis Acute Uncomplicated,Gastrointestinal,6,Surgery,Yes,No,139,Low,Slow
COND07648,Abscess Acute Community Acquired,Infection,2,Emergency,No,Yes,38,Low,Moderate
COND07649,Deep Vein Thrombosis Severe Grade II,Cardiac,8,General Medicine,Yes,Yes,55,Moderate,Moderate
COND07650,Neuropathy Progressive Primary,Neurological,6,Surgery,Yes,Yes,6,Low,Moderate
COND07651,Burn Major 2nd Degree,Trauma,2,Surgery,No,No,58,Moderate,Fast
COND07652,COPD Chronic Viral,Respiratory,9,Pulmonology,Yes,Yes,178,Low,Fast
COND07653,Alzheimers Moderate Secondary,Neurological,2,Surgery,No,No,38,Low,Slow
COND07654,Bell Palsy Moderate Focal,Neurological,5,Gastroenterology,No,No,131,High,Slow
COND07655,Myocardial Infarction Severe Grade III,Cardiac,4,ICU,Yes,No,176,Low,Slow
COND07656,Coronary Artery Disease Stable Stage 3,Cardiac,8,Neurology,No,No,40,Moderate,Slow
COND07657,Heart Failure Severe Stage 2,Cardiac,4,Emergency,No,Yes,149,Moderate,Slow
COND07658,Vertigo Severe Hemorrhagic,Neurological,9,Surgery,No,No,130,Low,Fast
COND07659,Peripheral Artery Disease Mild Stage 1,Cardiac,10,Infectious Disease,No,No,141,Low,Moderate
COND07660,Sprain Moderate Simple,Trauma,5,Cardiology,No,No,91,Moderate,Moderate
COND07661,Arrhythmia Acute Stage 3,Cardiac,9,Infectious Disease,No,No,136,Low,Slow
COND07662,Cellulitis Mild Community Acquired,Infection,8,Gastroenterology,Yes,No,113,Low,Slow
COND07663,Neuropathy Progressive Focal,Neurological,6,Orthopedics,No,No,37,Low,Slow
COND07664,Multiple Sclerosis Chronic Primary,Neurological,2,Infectious Disease,No,Yes,77,Low,Slow
COND07665,Dengue Moderate Community Acquired,Infection,7,Infectious Disease,No,No,143,Low,Slow
COND07666,Respiratory Distress Syndrome Mild Fungal,Respiratory,2,General Medicine,No,No,160,Low,Fast
COND07667,Fracture Minor 1st Degree,Trauma,9,Emergency,Yes,No,50,Moderate,Moderate
COND07668,Peptic Ulcer Severe Complicated,Gastrointestinal,5,ICU,No,Yes,22,Low,Moderate
COND07669,Brain Tumor Moderate Ischemic,Neurological,2,Orthopedics,No,No,179,Moderate,Slow
COND07670,Bacterial Infection Chronic Gram Negative,Infection,5,Orthopedics,Yes,Yes,161,Low,Moderate
COND07671,Pericarditis Mild Grade I,Cardiac,9,Orthopedics,Yes,No,120,Moderate,Fast
COND07672,GERD Acute Uncomplicated,Gastrointestinal,6,Surgery,Yes,No,87,High,Moderate
COND07673,Abscess Acute Resistant,Infection,3,Surgery,Yes,No,77,High,Fast
COND07674,Pericarditis Mild Stage 2,Cardiac,4,Pulmonology,Yes,No,66,Moderate,Moderate
COND07675,Malaria Acute Community Acquired,Infection,7,Infectious Disease,Yes,No,156,Low,Moderate
COND07676,Pharyngitis Acute Exacerbation,Respiratory,7,Cardiology,No,No,29,Moderate,Fast
COND07677,Peripheral Artery Disease Unstable Grade II,Cardiac,7,Gastroenterology,No,No,135,Low,Moderate
COND07678,Atrial Fibrillation Mild Stage 2,Cardiac,2,Pulmonology,No,No,112,Moderate,Moderate
COND07679,COPD Moderate Type 2,Respiratory,8,Pulmonology,Yes,No,57,Moderate,Moderate
COND07680,Migraine Chronic Hemorrhagic,Neurological,2,Neurology,No,No,94,High,Moderate
COND07681,Burn Major 3rd Degree,Trauma,7,Pulmonology,No,No,95,Low,Moderate
COND07682,Pneumothorax Severe Fungal,Respiratory,10,Orthopedics,No,Yes,172,Low,Moderate
COND07683,Deep Vein Thrombosis Unstable Type A,Cardiac,2,Orthopedics,No,Yes,99,Low,Slow
COND07684,Cirrhosis Chronic Type A,Gastrointestinal,9,Orthopedics,Yes,No,164,Low,Slow
COND07685,IBD Chronic Type B,Gastrointestinal,5,Gastroenterology,No,No,78,Moderate,Moderate
COND07686,Wound Infection Acute Resistant,Infection,4,Pulmonology,Yes,Yes,149,Low,Slow
COND07687,Cirrhosis Acute Type B,Gastrointestinal,3,ICU,No,No,4,Low,Slow
COND07688,Migraine Moderate Secondary,Neurological,8,Emergency,No,No,140,Low,Fast
COND07689,Deep Vein Thrombosis Unstable Grade III,Cardiac,10,General Medicine,No,No,10,High,Moderate
COND07690,Liver Failure Mild Type C,Gastrointestinal,5,General Medicine,No,No,128,High,Slow
COND07691,GERD Severe Type B,Gastrointestinal,4,Cardiology,No,Yes,154,Low,Moderate
COND07692,Myocardial Infarction Severe Grade I,Cardiac,5,Gastroenterology,Yes,No,51,Low,Slow
COND07693,Epilepsy Chronic Primary,Neurological,5,Emergency,No,No,177,Moderate,Slow
COND07694,Migraine Moderate Generalized,Neurological,3,General Medicine,No,No,156,High,Slow
COND07695,Influenza Severe Bacterial,Respiratory,6,Surgery,No,No,44,High,Fast
COND07696,Liver Failure Moderate Uncomplicated,Gastrointestinal,5,ICU,No,No,72,Low,Fast
COND07697,Spinal Injury Mild Simple,Trauma,8,Emergency,Yes,No,169,Low,Slow
COND07698,Contusion Major Closed,Trauma,3,Infectious Disease,No,No,87,Moderate,Slow
COND07699,Pulmonary Fibrosis Acute Viral,Respiratory,10,Cardiology,No,Yes,52,Moderate,Fast
COND07700,Sepsis Severe Resistant,Infection,8,ICU,No,No,116,Low,Moderate
COND07701,Cellulitis Moderate Gram Negative,Infection,4,ICU,No,No,9,Low,Moderate
COND07702,Blood Infection Chronic Community Acquired,Infection,4,Pulmonology,No,Yes,136,Low,Moderate
COND07703,GERD Chronic Type A,Gastrointestinal,9,General Medicine,Yes,No,94,Low,Moderate
COND07704,Respiratory Distress Syndrome Mild Fungal,Respiratory,6,Orthopedics,Yes,No,46,Low,Fast
COND07705,Bronchitis Moderate Exacerbation,Respiratory,7,Infectious Disease,No,No,68,Moderate,Slow
COND07706,Typhoid Mild Gram Positive,Infection,4,Orthopedics,No,No,57,Moderate,Moderate
COND07707,Endocarditis Chronic Grade I,Cardiac,2,ICU,No,No,99,Moderate,Slow
COND07708,Peptic Ulcer Acute Complicated,Gastrointestinal,10,Emergency,Yes,No,67,Moderate,Slow
COND07709,Valvular Disease Acute Type A,Cardiac,9,Pulmonology,Yes,No,108,Low,Moderate
COND07710,GERD Severe Type C,Gastrointestinal,6,Cardiology,No,No,52,Low,Slow
COND07711,Pneumonia Chronic Exacerbation,Respiratory,5,Pulmonology,No,No,38,Low,Moderate
COND07712,Fracture Major 2nd Degree,Trauma,3,Surgery,No,Yes,164,High,Slow
COND07713,Epilepsy Severe Focal,Neurological,6,Cardiology,Yes,Yes,134,Low,Slow
COND07714,Typhoid Chronic Community Acquired,Infection,10,Infectious Disease,No,Yes,53,Moderate,Moderate
COND07715,Asthma Acute Fungal,Respiratory,2,Orthopedics,Yes,No,98,Low,Slow
COND07716,Dengue Acute Resistant,Infection,4,Emergency,No,Yes,117,Low,Slow
COND07717,Pulmonary Embolism Chronic Stage 2,Cardiac,10,Infectious Disease,No,No,10,Low,Fast
COND07718,Typhoid Mild Gram Negative,Infection,4,Emergency,No,No,139,Moderate,Moderate
COND07719,Sinusitis Acute Type 1,Respiratory,7,ICU,No,Yes,116,Low,Moderate
COND07720,Epilepsy Progressive Primary,Neurological,9,Neurology,Yes,No,109,Low,Moderate
COND07721,Pneumonia Mild Fungal,Respiratory,3,ICU,Yes,Yes,153,Moderate,Moderate
COND07722,Dengue Moderate Gram Negative,Infection,4,Orthopedics,No,No,63,Low,Moderate
COND07723,Bowel Obstruction Acute Complicated,Gastrointestinal,9,Emergency,Yes,No,141,Low,Slow
COND07724,Hypertension Severe Stage 3,Cardiac,2,Infectious Disease,No,No,26,Low,Moderate
COND07725,Pneumothorax Chronic Type 1,Respiratory,8,Surgery,Yes,No,145,Low,Slow
COND07726,Hypertension Stable Stage 1,Cardiac,5,ICU,No,Yes,95,Low,Moderate
COND07727,Laceration Mild 2nd Degree,Trauma,5,Surgery,No,No,129,Moderate,Fast
COND07728,Arrhythmia Severe Type A,Cardiac,7,Cardiology,No,No,143,Low,Moderate
COND07729,IBS Moderate Uncomplicated,Gastrointestinal,8,Surgery,No,Yes,13,Low,Moderate
COND07730,Contusion Major 1st Degree,Trauma,2,Pulmonology,No,No,92,Moderate,Fast
COND07731,TIA Mild Hemorrhagic,Neurological,6,Emergency,No,Yes,163,Low,Fast
COND07732,Atrial Fibrillation Mild Stage 1,Cardiac,10,Pulmonology,No,No,6,Moderate,Moderate
COND07733,Pneumothorax Active Viral,Respiratory,6,Infectious Disease,No,No,52,High,Fast
COND07734,Sepsis Mild Gram Negative,Infection,6,Surgery,Yes,Yes,129,High,Moderate
COND07735,IBD Mild Type B,Gastrointestinal,7,Infectious Disease,No,No,103,Moderate,Fast
COND07736,Valvular Disease Mild Stage 1,Cardiac,4,Gastroenterology,No,No,42,Moderate,Slow
COND07737,Heart Failure Moderate Grade II,Cardiac,10,Infectious Disease,No,No,131,Moderate,Slow
COND07738,Spinal Injury Major Compound,Trauma,2,Infectious Disease,No,No,107,Moderate,Slow
COND07739,Pneumonia Latent Type 1,Respiratory,2,Gastroenterology,No,No,76,Moderate,Slow
COND07740,Typhoid Recurrent Gram Positive,Infection,4,General Medicine,No,No,18,Moderate,Moderate
COND07741,Respiratory Distress Syndrome Mild Type 1,Respiratory,9,Neurology,No,No,150,High,Fast
COND07742,IBS Chronic Complicated,Gastrointestinal,3,Pulmonology,No,No,77,Moderate,Fast
COND07743,Alzheimers Acute Primary,Neurological,4,ICU,No,No,58,Low,Slow
COND07744,Asthma Chronic Fungal,Respiratory,3,Infectious Disease,Yes,No,74,High,Fast
COND07745,Bacterial Infection Acute Gram Negative,Infection,9,Orthopedics,No,No,126,High,Slow
COND07746,Spinal Injury Moderate Closed,Trauma,7,General Medicine,No,No,48,Moderate,Slow
COND07747,Migraine Progressive Focal,Neurological,9,Neurology,No,No,15,Low,Slow
COND07748,Dislocation Severe 1st Degree,Trauma,3,Surgery,No,Yes,179,Low,Fast
COND07749,GERD Chronic Uncomplicated,Gastrointestinal,6,Orthopedics,No,No,100,Low,Fast
COND07750,Multiple Sclerosis Acute Focal,Neurological,3,Orthopedics,No,No,119,Moderate,Slow
COND07751,Sprain Minor 1st Degree,Trauma,10,Emergency,Yes,No,154,Low,Fast
COND07752,COPD Latent Viral,Respiratory,6,General Medicine,Yes,No,47,Moderate,Slow
COND07753,Gastritis Acute Type C,Gastrointestinal,2,Pulmonology,No,No,18,Low,Moderate
COND07754,Multiple Sclerosis Mild Generalized,Neurological,2,Emergency,No,Yes,10,Low,Slow
