Vital_ID,Vital_Type,Age_Group,Condition_Modifier,Critical_Low_Threshold,Critical_High_Threshold,Moderate_Low_Threshold,Moderate_High_Threshold,Critical_Instability_Score,Moderate_Instability_Score
VITAL08272,Oxygen_Saturation,Infant,Resting,82.0,166.0,71.0,154.0,3,1
VITAL08273,Temperature,Child,Resting,30.0,196.0,71.0,147.0,4,2
VITAL08274,Blood_Pressure_Systolic,Adolescent,Post_Surgery,88.0,162.0,62.0,134.0,4,1
VITAL08275,Blood_Pressure_Systolic,Infant,Light_Activity,86.0,152.0,67.0,169.0,3,1
VITAL08276,Oxygen_Saturation,Child,Resting,86.0,172.0,77.0,138.0,4,2
VITAL08277,Respiratory_Rate,Elderly,ICU,89.0,220.0,70.0,159.0,3,2
VITAL08278,Blood_Pressure_Diastolic,Elderly,Intense_Exercise,76.0,162.0,91.0,161.0,3,1
VITAL08279,Temperature,Infant,Light_Activity,86.0,221.0,76.0,124.0,4,2
VITAL08280,Blood_Pressure_Systolic,Middle_Age,Resting,70.0,189.0,86.0,124.0,4,1
VITAL08281,Blood_Pressure_Systolic,Young_Adult,Light_Activity,75.0,155.0,66.0,158.0,4,2
VITAL08282,Oxygen_Saturation,Adolescent,Resting,63.0,172.0,86.0,122.0,3,1
VITAL08283,Blood_Pressure_Diastolic,Middle_Age,Light_Activity,65.0,247.0,85.0,163.0,4,2
VITAL08284,Temperature,Middle_Age,Moderate_Exercise,44.0,211.0,92.0,123.0,4,2
VITAL08285,Blood_Pressure_Diastolic,Infant,Light_Activity,84.0,219.0,86.0,131.0,4,2
VITAL08286,Blood_Sugar,Child,Light_Activity,70.0,173.0,87.0,153.0,4,2
VITAL08287,Heart_Rate,Adolescent,Post_Surgery,87.0,235.0,76.0,133.0,3,1
VITAL08288,Oxygen_Saturation,Young_Adult,Light_Activity,44.0,213.0,74.0,127.0,4,2
VITAL08289,Temperature,Adolescent,Post_Surgery,30.0,214.0,76.0,156.0,3,1
VITAL08290,Oxygen_Saturation,Middle_Age,Moderate_Exercise,43.0,165.0,81.0,172.0,3,2
VITAL08291,Oxygen_Saturation,Very_Elderly,Post_Surgery,89.0,199.0,94.0,138.0,4,1
VITAL08292,Blood_Sugar,Elderly,Intense_Exercise,81.0,163.0,60.0,174.0,4,1
VITAL08293,Temperature,Elderly,ICU,87.0,166.0,81.0,145.0,3,2
VITAL08294,Blood_Pressure_Diastolic,Infant,Light_Activity,69.0,192.0,99.0,166.0,3,1
VITAL08295,Blood_Pressure_Diastolic,Middle_Age,Post_Surgery,56.0,174.0,96.0,178.0,3,2
VITAL08296,Temperature,Elderly,Resting,42.0,181.0,79.0,136.0,3,2
VITAL08297,Blood_Pressure_Systolic,Infant,Resting,51.0,245.0,81.0,130.0,4,1
VITAL08298,Blood_Pressure_Systolic,Adult,ICU,45.0,243.0,96.0,131.0,3,2
VITAL08299,Respiratory_Rate,Young_Adult,Moderate_Exercise,31.0,182.0,63.0,176.0,4,1
VITAL08300,Blood_Pressure_Diastolic,Adult,Resting,37.0,241.0,70.0,139.0,4,2
VITAL08301,Oxygen_Saturation,Middle_Age,Resting,42.0,212.0,75.0,175.0,3,2
VITAL08302,Respiratory_Rate,Elderly,Moderate_Exercise,39.0,162.0,92.0,166.0,4,1
VITAL08303,Blood_Pressure_Diastolic,Young_Adult,ICU,79.0,189.0,75.0,162.0,3,2
VITAL08304,Blood_Pressure_Diastolic,Middle_Age,Intense_Exercise,80.0,214.0,80.0,179.0,4,2
VITAL08305,Blood_Pressure_Systolic,Child,Post_Surgery,75.0,169.0,73.0,120.0,4,1
VITAL08306,Blood_Pressure_Systolic,Elderly,Moderate_Exercise,82.0,220.0,96.0,151.0,4,2
VITAL08307,Blood_Pressure_Systolic,Adolescent,Post_Surgery,81.0,230.0,89.0,153.0,4,1
VITAL08308,Temperature,Infant,Intense_Exercise,49.0,209.0,92.0,155.0,4,1
VITAL08309,Blood_Sugar,Middle_Age,Resting,86.0,164.0,79.0,136.0,4,2
VITAL08310,Heart_Rate,Adolescent,Intense_Exercise,58.0,237.0,74.0,131.0,3,1
VITAL08311,Blood_Pressure_Systolic,Child,ICU,79.0,182.0,89.0,126.0,3,2
VITAL08312,Blood_Pressure_Diastolic,Very_Elderly,Moderate_Exercise,47.0,210.0,84.0,131.0,4,1
VITAL08313,Blood_Pressure_Systolic,Child,Light_Activity,36.0,179.0,75.0,178.0,3,1
VITAL08314,Temperature,Elderly,ICU,76.0,188.0,81.0,173.0,4,1
VITAL08315,Blood_Sugar,Very_Elderly,Intense_Exercise,38.0,241.0,90.0,139.0,4,2
VITAL08316,Heart_Rate,Adolescent,Moderate_Exercise,46.0,179.0,95.0,133.0,3,1
VITAL08317,Temperature,Middle_Age,Moderate_Exercise,74.0,189.0,63.0,121.0,4,2
VITAL08318,Respiratory_Rate,Elderly,Intense_Exercise,55.0,224.0,65.0,157.0,3,1
VITAL08319,Blood_Pressure_Systolic,Adolescent,Light_Activity,84.0,224.0,65.0,148.0,4,2
VITAL08320,Blood_Sugar,Adult,Intense_Exercise,66.0,239.0,90.0,164.0,4,1
VITAL08321,Temperature,Adolescent,Light_Activity,81.0,185.0,69.0,145.0,4,2
VITAL08322,Blood_Pressure_Systolic,Young_Adult,ICU,50.0,208.0,77.0,131.0,3,2
VITAL08323,Blood_Pressure_Diastolic,Middle_Age,Post_Surgery,56.0,158.0,87.0,171.0,3,2
VITAL08324,Temperature,Infant,Intense_Exercise,89.0,223.0,86.0,147.0,3,2
VITAL08325,Respiratory_Rate,Child,ICU,57.0,152.0,74.0,166.0,3,1
VITAL08326,Blood_Pressure_Diastolic,Adolescent,Intense_Exercise,82.0,176.0,95.0,142.0,3,1
VITAL08327,Blood_Pressure_Systolic,Elderly,ICU,57.0,176.0,78.0,129.0,4,2
VITAL08328,Heart_Rate,Young_Adult,ICU,72.0,167.0,60.0,121.0,4,2
VITAL08329,Respiratory_Rate,Elderly,Resting,78.0,237.0,80.0,133.0,3,2
VITAL08330,Blood_Pressure_Diastolic,Child,Resting,84.0,161.0,76.0,153.0,3,2
VITAL08331,Blood_Sugar,Adolescent,Light_Activity,79.0,209.0,90.0,123.0,4,1
VITAL08332,Blood_Sugar,Very_Elderly,Post_Surgery,85.0,185.0,93.0,153.0,3,1
VITAL08333,Blood_Pressure_Diastolic,Child,Moderate_Exercise,66.0,187.0,81.0,131.0,3,2
VITAL08334,Oxygen_Saturation,Infant,Light_Activity,33.0,197.0,67.0,151.0,4,1
VITAL08335,Blood_Pressure_Diastolic,Young_Adult,ICU,52.0,207.0,98.0,133.0,3,1
VITAL08336,Oxygen_Saturation,Middle_Age,ICU,88.0,206.0,96.0,140.0,3,2
VITAL08337,Temperature,Very_Elderly,Moderate_Exercise,70.0,189.0,70.0,144.0,4,2
VITAL08338,Respiratory_Rate,Adult,Moderate_Exercise,53.0,173.0,70.0,163.0,4,2
VITAL08339,Blood_Pressure_Systolic,Adolescent,Moderate_Exercise,46.0,209.0,96.0,177.0,4,1
VITAL08340,Blood_Pressure_Systolic,Adult,Light_Activity,47.0,238.0,67.0,158.0,4,1
VITAL08341,Temperature,Adult,Light_Activity,38.0,156.0,73.0,144.0,3,1
VITAL08342,Oxygen_Saturation,Young_Adult,Light_Activity,31.0,168.0,61.0,143.0,4,2
VITAL08343,Blood_Sugar,Middle_Age,ICU,85.0,162.0,96.0,120.0,3,1
VITAL08344,Oxygen_Saturation,Child,Resting,36.0,229.0,66.0,137.0,4,1
VITAL08345,Heart_Rate,Adolescent,Intense_Exercise,43.0,230.0,82.0,176.0,3,2
VITAL08346,Oxygen_Saturation,Infant,Light_Activity,50.0,235.0,85.0,155.0,3,1
VITAL08347,Heart_Rate,Middle_Age,Light_Activity,36.0,205.0,76.0,173.0,3,1
VITAL08348,Temperature,Middle_Age,Post_Surgery,84.0,174.0,67.0,123.0,3,1
VITAL08349,Blood_Sugar,Adolescent,Light_Activity,38.0,227.0,73.0,142.0,3,1
VITAL08350,Heart_Rate,Adult,Intense_Exercise,47.0,191.0,69.0,132.0,4,2
VITAL08351,Blood_Sugar,Young_Adult,ICU,85.0,173.0,62.0,139.0,3,1
VITAL08352,Blood_Pressure_Diastolic,Adolescent,Resting,88.0,159.0,85.0,156.0,4,2
VITAL08353,Blood_Pressure_Systolic,Child,Post_Surgery,71.0,153.0,96.0,160.0,3,2
VITAL08354,Blood_Sugar,Adult,Intense_Exercise,82.0,206.0,93.0,129.0,3,1
VITAL08355,Blood_Pressure_Systolic,Child,Resting,74.0,211.0,76.0,127.0,3,2
VITAL08356,Respiratory_Rate,Adolescent,ICU,30.0,233.0,95.0,124.0,3,2
VITAL08357,Blood_Pressure_Diastolic,Elderly,Light_Activity,43.0,247.0,85.0,150.0,4,2
VITAL08358,Blood_Sugar,Child,ICU,74.0,177.0,81.0,173.0,4,1
VITAL08359,Temperature,Infant,ICU,77.0,208.0,81.0,130.0,3,1
VITAL08360,Oxygen_Saturation,Child,ICU,30.0,219.0,81.0,175.0,4,1
VITAL08361,Blood_Sugar,Infant,Intense_Exercise,55.0,156.0,92.0,135.0,3,2
VITAL08362,Oxygen_Saturation,Elderly,Light_Activity,32.0,170.0,90.0,143.0,3,1
VITAL08363,Blood_Pressure_Diastolic,Very_Elderly,Post_Surgery,79.0,188.0,67.0,172.0,4,2
VITAL08364,Heart_Rate,Middle_Age,Intense_Exercise,49.0,209.0,61.0,133.0,3,1
VITAL08365,Respiratory_Rate,Child,Light_Activity,76.0,167.0,99.0,127.0,4,2
VITAL08366,Blood_Pressure_Diastolic,Infant,Resting,38.0,174.0,66.0,154.0,4,2
VITAL08367,Respiratory_Rate,Very_Elderly,Moderate_Exercise,36.0,167.0,78.0,121.0,3,2
VITAL08368,Blood_Sugar,Young_Adult,Resting,44.0,204.0,89.0,123.0,4,1
VITAL08369,Blood_Pressure_Diastolic,Child,Light_Activity,59.0,175.0,68.0,162.0,4,2
VITAL08370,Blood_Pressure_Systolic,Elderly,Intense_Exercise,57.0,220.0,92.0,174.0,4,2
VITAL08371,Blood_Pressure_Diastolic,Adolescent,ICU,37.0,183.0,69.0,155.0,3,1
VITAL08372,Respiratory_Rate,Very_Elderly,Light_Activity,33.0,184.0,87.0,141.0,3,2
VITAL08373,Temperature,Middle_Age,Post_Surgery,82.0,200.0,85.0,125.0,4,2
VITAL08374,Temperature,Adult,Post_Surgery,75.0,229.0,66.0,126.0,3,1
VITAL08375,Blood_Pressure_Diastolic,Adolescent,Post_Surgery,33.0,172.0,91.0,173.0,3,1
VITAL08376,Oxygen_Saturation,Elderly,Moderate_Exercise,40.0,229.0,99.0,140.0,3,1
VITAL08377,Oxygen_Saturation,Elderly,Moderate_Exercise,76.0,224.0,83.0,154.0,3,2
VITAL08378,Blood_Pressure_Systolic,Adolescent,Intense_Exercise,55.0,178.0,74.0,126.0,3,1
VITAL08379,Respiratory_Rate,Young_Adult,Resting,37.0,190.0,60.0,151.0,3,1
VITAL08380,Heart_Rate,Elderly,Post_Surgery,45.0,177.0,83.0,178.0,4,2
VITAL08381,Oxygen_Saturation,Young_Adult,Light_Activity,65.0,223.0,85.0,168.0,3,2
VITAL08382,Temperature,Adolescent,Light_Activity,61.0,161.0,60.0,162.0,3,1
VITAL08383,Blood_Pressure_Diastolic,Child,Intense_Exercise,56.0,231.0,69.0,136.0,4,2
VITAL08384,Respiratory_Rate,Very_Elderly,Light_Activity,79.0,225.0,76.0,140.0,4,1
VITAL08385,Respiratory_Rate,Adult,Post_Surgery,82.0,242.0,75.0,122.0,3,2
VITAL08386,Oxygen_Saturation,Young_Adult,Light_Activity,38.0,198.0,71.0,155.0,4,2
VITAL08387,Heart_Rate,Adult,Intense_Exercise,69.0,172.0,76.0,135.0,3,2
VITAL08388,Temperature,Child,Intense_Exercise,63.0,241.0,84.0,160.0,4,2
VITAL08389,Oxygen_Saturation,Middle_Age,ICU,34.0,212.0,61.0,173.0,4,2
VITAL08390,Blood_Sugar,Middle_Age,Intense_Exercise,59.0,181.0,66.0,167.0,4,1
VITAL08391,Temperature,Middle_Age,Post_Surgery,49.0,152.0,98.0,130.0,3,1
VITAL08392,Respiratory_Rate,Infant,Intense_Exercise,50.0,231.0,63.0,130.0,3,1
VITAL08393,Respiratory_Rate,Elderly,Intense_Exercise,39.0,232.0,98.0,144.0,3,1
VITAL08394,Blood_Sugar,Infant,Post_Surgery,36.0,183.0,63.0,172.0,4,2
VITAL08395,Blood_Sugar,Elderly,ICU,85.0,240.0,74.0,147.0,4,1
VITAL08396,Temperature,Middle_Age,Resting,53.0,186.0,69.0,160.0,3,2
VITAL08397,Respiratory_Rate,Middle_Age,Intense_Exercise,79.0,191.0,69.0,171.0,4,1
VITAL08398,Respiratory_Rate,Young_Adult,Post_Surgery,47.0,212.0,77.0,141.0,3,2
VITAL08399,Respiratory_Rate,Adolescent,Light_Activity,80.0,196.0,63.0,166.0,4,2
VITAL08400,Blood_Pressure_Diastolic,Adult,Resting,56.0,150.0,72.0,173.0,3,2
VITAL08401,Blood_Sugar,Infant,ICU,64.0,220.0,91.0,159.0,3,1
VITAL08402,Blood_Pressure_Systolic,Very_Elderly,Post_Surgery,61.0,223.0,78.0,165.0,4,1
VITAL08403,Heart_Rate,Infant,ICU,35.0,206.0,73.0,179.0,4,2
VITAL08404,Heart_Rate,Middle_Age,Intense_Exercise,60.0,201.0,74.0,137.0,4,1
VITAL08405,Oxygen_Saturation,Elderly,Resting,33.0,170.0,84.0,130.0,3,1
VITAL08406,Blood_Pressure_Diastolic,Middle_Age,Intense_Exercise,43.0,161.0,78.0,131.0,4,2
VITAL08407,Oxygen_Saturation,Adolescent,Light_Activity,62.0,177.0,70.0,145.0,4,1
VITAL08408,Oxygen_Saturation,Infant,Light_Activity,77.0,171.0,72.0,156.0,4,1
VITAL08409,Heart_Rate,Middle_Age,Moderate_Exercise,37.0,189.0,86.0,160.0,3,2
VITAL08410,Respiratory_Rate,Child,Intense_Exercise,85.0,235.0,79.0,166.0,4,1
VITAL08411,Temperature,Adult,Intense_Exercise,81.0,241.0,99.0,155.0,4,2
VITAL08412,Blood_Pressure_Diastolic,Adolescent,ICU,66.0,242.0,97.0,176.0,4,2
VITAL08413,Temperature,Middle_Age,Resting,57.0,162.0,79.0,157.0,4,2
VITAL08414,Heart_Rate,Elderly,Intense_Exercise,40.0,216.0,98.0,173.0,3,2
VITAL08415,Heart_Rate,Very_Elderly,Resting,88.0,223.0,88.0,165.0,4,2
VITAL08416,Oxygen_Saturation,Adolescent,Light_Activity,41.0,227.0,72.0,144.0,3,1
VITAL08417,Respiratory_Rate,Middle_Age,Intense_Exercise,35.0,194.0,66.0,120.0,3,2
VITAL08418,Oxygen_Saturation,Child,Post_Surgery,46.0,243.0,89.0,136.0,4,2
VITAL08419,Blood_Pressure_Systolic,Adult,Light_Activity,74.0,196.0,82.0,165.0,4,2
VITAL08420,Heart_Rate,Adult,ICU,52.0,159.0,87.0,122.0,4,2
VITAL08421,Oxygen_Saturation,Elderly,Light_Activity,43.0,223.0,96.0,162.0,4,1
VITAL08422,Oxygen_Saturation,Adult,ICU,47.0,236.0,62.0,159.0,4,2
VITAL08423,Blood_Sugar,Child,Intense_Exercise,74.0,195.0,74.0,125.0,4,2
VITAL08424,Blood_Sugar,Very_Elderly,Moderate_Exercise,30.0,199.0,75.0,160.0,3,2
VITAL08425,Temperature,Very_Elderly,Moderate_Exercise,65.0,231.0,63.0,124.0,3,2
VITAL08426,Temperature,Middle_Age,Post_Surgery,66.0,155.0,61.0,128.0,4,2
VITAL08427,Blood_Pressure_Diastolic,Elderly,Resting,61.0,203.0,80.0,179.0,3,2
VITAL08428,Blood_Sugar,Adult,Post_Surgery,61.0,203.0,75.0,152.0,3,2
VITAL08429,Blood_Pressure_Diastolic,Child,Post_Surgery,42.0,215.0,70.0,138.0,4,1
VITAL08430,Blood_Pressure_Diastolic,Child,Resting,39.0,221.0,96.0,132.0,4,1
VITAL08431,Temperature,Child,Moderate_Exercise,84.0,247.0,93.0,169.0,3,2
VITAL08432,Temperature,Middle_Age,Resting,70.0,227.0,60.0,134.0,3,1
VITAL08433,Respiratory_Rate,Child,Post_Surgery,72.0,215.0,92.0,125.0,4,2
VITAL08434,Respiratory_Rate,Elderly,Light_Activity,50.0,237.0,69.0,122.0,3,2
VITAL08435,Heart_Rate,Adult,Resting,71.0,192.0,90.0,127.0,4,1
VITAL08436,Respiratory_Rate,Infant,ICU,70.0,220.0,60.0,120.0,4,1
VITAL08437,Blood_Sugar,Adolescent,Moderate_Exercise,57.0,182.0,60.0,149.0,4,1
VITAL08438,Respiratory_Rate,Adolescent,ICU,48.0,194.0,70.0,164.0,4,2
VITAL08439,Blood_Pressure_Diastolic,Adolescent,Post_Surgery,61.0,204.0,90.0,171.0,3,1
VITAL08440,Respiratory_Rate,Young_Adult,Resting,34.0,176.0,98.0,162.0,4,2
VITAL08441,Oxygen_Saturation,Child,Intense_Exercise,73.0,190.0,62.0,141.0,4,1
VITAL08442,Temperature,Adolescent,ICU,55.0,208.0,83.0,145.0,4,2
VITAL08443,Blood_Pressure_Diastolic,Young_Adult,ICU,34.0,178.0,85.0,167.0,4,2
VITAL08444,Blood_Sugar,Infant,ICU,65.0,236.0,97.0,159.0,3,1
VITAL08445,Temperature,Middle_Age,Moderate_Exercise,76.0,210.0,75.0,170.0,4,1
VITAL08446,Blood_Sugar,Young_Adult,Light_Activity,62.0,221.0,67.0,126.0,4,1
VITAL08447,Respiratory_Rate,Very_Elderly,ICU,55.0,165.0,87.0,174.0,4,1
VITAL08448,Respiratory_Rate,Very_Elderly,Resting,33.0,170.0,88.0,172.0,4,2
VITAL08449,Heart_Rate,Middle_Age,ICU,78.0,239.0,77.0,165.0,3,1
VITAL08450,Blood_Sugar,Infant,Light_Activity,79.0,208.0,96.0,121.0,4,2
VITAL08451,Respiratory_Rate,Child,Post_Surgery,64.0,156.0,82.0,139.0,4,2
VITAL08452,Blood_Pressure_Systolic,Elderly,Light_Activity,87.0,203.0,92.0,122.0,3,2
VITAL08453,Heart_Rate,Very_Elderly,Intense_Exercise,35.0,244.0,67.0,152.0,3,2
VITAL08454,Respiratory_Rate,Middle_Age,ICU,71.0,169.0,78.0,120.0,3,2
VITAL08455,Temperature,Infant,Moderate_Exercise,63.0,204.0,79.0,174.0,4,1
VITAL08456,Blood_Sugar,Young_Adult,Moderate_Exercise,88.0,241.0,67.0,153.0,4,1
VITAL08457,Blood_Sugar,Very_Elderly,Moderate_Exercise,38.0,226.0,61.0,153.0,3,1
VITAL08458,Respiratory_Rate,Adult,Moderate_Exercise,31.0,171.0,67.0,156.0,4,1
VITAL08459,Heart_Rate,Child,Resting,81.0,196.0,62.0,154.0,3,2
VITAL08460,Blood_Pressure_Systolic,Middle_Age,Post_Surgery,82.0,173.0,69.0,126.0,3,2
VITAL08461,Temperature,Adult,Moderate_Exercise,74.0,217.0,82.0,135.0,3,2
VITAL08462,Heart_Rate,Middle_Age,Moderate_Exercise,84.0,165.0,74.0,175.0,3,2
VITAL08463,Heart_Rate,Elderly,Light_Activity,43.0,201.0,83.0,158.0,4,1
VITAL08464,Blood_Pressure_Diastolic,Adolescent,Resting,43.0,153.0,67.0,178.0,4,1
VITAL08465,Respiratory_Rate,Child,Moderate_Exercise,76.0,232.0,76.0,152.0,3,1
VITAL08466,Oxygen_Saturation,Infant,Resting,57.0,197.0,85.0,167.0,3,1
VITAL08467,Blood_Sugar,Elderly,Moderate_Exercise,87.0,153.0,88.0,141.0,3,2
VITAL08468,Blood_Pressure_Diastolic,Middle_Age,ICU,61.0,203.0,69.0,162.0,4,2
VITAL08469,Respiratory_Rate,Child,Intense_Exercise,63.0,223.0,86.0,139.0,4,1
VITAL08470,Blood_Pressure_Systolic,Very_Elderly,Resting,88.0,187.0,61.0,124.0,3,1
VITAL08471,Blood_Pressure_Diastolic,Very_Elderly,Light_Activity,46.0,191.0,64.0,122.0,4,2
VITAL08472,Respiratory_Rate,Adolescent,Resting,32.0,182.0,97.0,140.0,4,1
VITAL08473,Blood_Sugar,Adolescent,Post_Surgery,85.0,193.0,97.0,175.0,3,2
VITAL08474,Heart_Rate,Middle_Age,Moderate_Exercise,70.0,189.0,65.0,156.0,3,2
VITAL08475,Oxygen_Saturation,Adult,Intense_Exercise,78.0,207.0,74.0,159.0,3,2
VITAL08476,Temperature,Very_Elderly,Light_Activity,37.0,216.0,82.0,124.0,3,2
VITAL08477,Respiratory_Rate,Child,Moderate_Exercise,53.0,193.0,81.0,130.0,4,1
VITAL08478,Blood_Pressure_Diastolic,Adult,Moderate_Exercise,70.0,173.0,83.0,145.0,3,1
VITAL08479,Temperature,Young_Adult,Post_Surgery,55.0,214.0,98.0,154.0,4,2
VITAL08480,Heart_Rate,Child,ICU,35.0,202.0,94.0,157.0,4,2
VITAL08481,Respiratory_Rate,Middle_Age,Intense_Exercise,39.0,248.0,84.0,121.0,4,1
VITAL08482,Blood_Pressure_Diastolic,Young_Adult,Resting,32.0,180.0,91.0,124.0,3,1
VITAL08483,Temperature,Elderly,Resting,30.0,169.0,61.0,127.0,4,2
VITAL08484,Oxygen_Saturation,Adolescent,ICU,53.0,200.0,99.0,133.0,4,2
VITAL08485,Respiratory_Rate,Adult,Moderate_Exercise,54.0,166.0,88.0,155.0,3,1
VITAL08486,Respiratory_Rate,Middle_Age,Moderate_Exercise,75.0,188.0,63.0,144.0,4,1
VITAL08487,Blood_Pressure_Systolic,Very_Elderly,ICU,37.0,155.0,86.0,160.0,4,1
VITAL08488,Blood_Pressure_Diastolic,Very_Elderly,Light_Activity,35.0,158.0,97.0,179.0,4,1
VITAL08489,Blood_Pressure_Diastolic,Adult,Light_Activity,56.0,189.0,60.0,138.0,3,2
VITAL08490,Oxygen_Saturation,Young_Adult,Post_Surgery,77.0,185.0,83.0,165.0,3,1
VITAL08491,Blood_Pressure_Diastolic,Young_Adult,Post_Surgery,53.0,238.0,98.0,133.0,3,2
VITAL08492,Temperature,Adolescent,Moderate_Exercise,55.0,224.0,62.0,139.0,4,1
VITAL08493,Respiratory_Rate,Middle_Age,Post_Surgery,85.0,169.0,67.0,179.0,4,1
VITAL08494,Heart_Rate,Elderly,Intense_Exercise,65.0,160.0,92.0,165.0,3,2
VITAL08495,Blood_Sugar,Young_Adult,Intense_Exercise,31.0,171.0,84.0,155.0,4,1
VITAL08496,Oxygen_Saturation,Elderly,ICU,85.0,248.0,84.0,131.0,3,2
VITAL08497,Temperature,Adolescent,Post_Surgery,59.0,171.0,76.0,140.0,3,1
VITAL08498,Respiratory_Rate,Adult,ICU,43.0,174.0,73.0,127.0,3,2
VITAL08499,Blood_Pressure_Diastolic,Middle_Age,Post_Surgery,30.0,216.0,77.0,142.0,4,2
VITAL08500,Heart_Rate,Young_Adult,Intense_Exercise,81.0,245.0,65.0,139.0,4,1
VITAL08501,Blood_Pressure_Diastolic,Middle_Age,Post_Surgery,46.0,225.0,91.0,148.0,3,1
VITAL08502,Oxygen_Saturation,Child,Post_Surgery,37.0,248.0,74.0,133.0,3,2
VITAL08503,Blood_Pressure_Systolic,Middle_Age,Post_Surgery,53.0,193.0,97.0,171.0,4,1
VITAL08504,Blood_Pressure_Systolic,Adult,Post_Surgery,87.0,214.0,69.0,136.0,3,2
VITAL08505,Oxygen_Saturation,Adult,Intense_Exercise,76.0,158.0,66.0,179.0,4,1
VITAL08506,Respiratory_Rate,Elderly,ICU,53.0,181.0,86.0,140.0,4,2
VITAL08507,Blood_Pressure_Diastolic,Very_Elderly,Light_Activity,71.0,172.0,82.0,136.0,3,1
VITAL08508,Temperature,Very_Elderly,Light_Activity,43.0,226.0,67.0,150.0,3,1
VITAL08509,Heart_Rate,Elderly,Light_Activity,41.0,161.0,83.0,167.0,3,2
VITAL08510,Heart_Rate,Adolescent,Light_Activity,65.0,174.0,94.0,176.0,4,1
VITAL08511,Blood_Pressure_Systolic,Elderly,Post_Surgery,59.0,239.0,80.0,120.0,4,1
VITAL08512,Blood_Pressure_Diastolic,Young_Adult,Intense_Exercise,56.0,169.0,87.0,173.0,3,1
VITAL08513,Heart_Rate,Young_Adult,Intense_Exercise,66.0,222.0,72.0,173.0,4,1
VITAL08514,Blood_Pressure_Systolic,Adult,Light_Activity,49.0,242.0,78.0,154.0,4,1
VITAL08515,Blood_Pressure_Diastolic,Elderly,Post_Surgery,37.0,244.0,80.0,154.0,3,2
VITAL08516,Oxygen_Saturation,Middle_Age,Light_Activity,53.0,193.0,95.0,170.0,4,1
VITAL08517,Respiratory_Rate,Elderly,Post_Surgery,89.0,158.0,98.0,165.0,3,1
VITAL08518,Temperature,Adolescent,Moderate_Exercise,39.0,203.0,86.0,170.0,4,2
VITAL08519,Blood_Pressure_Systolic,Child,Post_Surgery,39.0,211.0,71.0,160.0,4,1
VITAL08520,Blood_Sugar,Adult,ICU,79.0,233.0,78.0,171.0,4,2
VITAL08521,Blood_Sugar,Child,Light_Activity,39.0,150.0,89.0,151.0,3,1
VITAL08522,Blood_Sugar,Adolescent,Post_Surgery,51.0,197.0,70.0,124.0,4,2
VITAL08523,Heart_Rate,Adult,Intense_Exercise,60.0,163.0,95.0,128.0,4,1
VITAL08524,Blood_Pressure_Systolic,Young_Adult,Moderate_Exercise,89.0,162.0,63.0,177.0,4,1
VITAL08525,Oxygen_Saturation,Young_Adult,Resting,84.0,212.0,99.0,147.0,3,2
VITAL08526,Temperature,Adolescent,Intense_Exercise,49.0,249.0,89.0,137.0,3,1
VITAL08527,Oxygen_Saturation,Adult,Post_Surgery,62.0,236.0,81.0,148.0,3,1
VITAL08528,Blood_Sugar,Adolescent,Post_Surgery,51.0,238.0,73.0,169.0,4,2
VITAL08529,Blood_Sugar,Adolescent,Resting,36.0,242.0,79.0,167.0,4,1
VITAL08530,Respiratory_Rate,Adult,Moderate_Exercise,67.0,219.0,92.0,150.0,3,2
VITAL08531,Temperature,Adult,Moderate_Exercise,52.0,249.0,79.0,177.0,3,1
VITAL08532,Temperature,Elderly,Intense_Exercise,44.0,246.0,66.0,152.0,3,2
VITAL08533,Blood_Pressure_Diastolic,Adolescent,ICU,46.0,218.0,63.0,177.0,3,1
VITAL08534,Blood_Pressure_Systolic,Child,Light_Activity,56.0,208.0,95.0,121.0,3,2
VITAL08535,Blood_Pressure_Systolic,Elderly,Resting,53.0,204.0,88.0,169.0,3,1
VITAL08536,Temperature,Very_Elderly,Light_Activity,83.0,152.0,77.0,164.0,4,2
VITAL08537,Oxygen_Saturation,Infant,Resting,50.0,193.0,93.0,161.0,3,2
VITAL08538,Blood_Pressure_Systolic,Infant,Light_Activity,37.0,209.0,94.0,122.0,4,1
VITAL08539,Temperature,Adolescent,Intense_Exercise,45.0,192.0,89.0,167.0,3,1
VITAL08540,Blood_Pressure_Systolic,Adolescent,Light_Activity,51.0,242.0,72.0,123.0,4,2
VITAL08541,Oxygen_Saturation,Infant,Post_Surgery,80.0,179.0,61.0,159.0,4,1
VITAL08542,Blood_Sugar,Adult,Moderate_Exercise,35.0,187.0,76.0,170.0,3,2
VITAL08543,Respiratory_Rate,Very_Elderly,Moderate_Exercise,63.0,210.0,62.0,161.0,3,1
VITAL08544,Blood_Pressure_Systolic,Very_Elderly,Moderate_Exercise,47.0,171.0,63.0,178.0,3,1
VITAL08545,Blood_Pressure_Systolic,Adult,Intense_Exercise,76.0,241.0,66.0,162.0,4,2
VITAL08546,Blood_Sugar,Child,ICU,70.0,208.0,84.0,145.0,3,2
VITAL08547,Blood_Pressure_Diastolic,Adolescent,Moderate_Exercise,66.0,164.0,86.0,151.0,4,2
VITAL08548,Respiratory_Rate,Child,Moderate_Exercise,62.0,157.0,65.0,151.0,3,1
VITAL08549,Blood_Pressure_Systolic,Child,Intense_Exercise,70.0,157.0,62.0,141.0,4,1
